,team,season,offensive_points_per_drive,defensive_points_per_drive,total_offense_points,team_rush_yards,team_total_yards,team_passing_yards,league_avg_offensive_points_per_drive,league_avg_defensive_points_per_drive,team_offense_points,oline,team_points_for_skill_positions,rb,qb,wrte,M,dst,team_receiving_yards
314,sea,2019,2.07,2.02,405,2200,5991,3791,1.948125,1.9446875,106.2560153994225,48.29818881791932,57.95782658150318,12.654832729024859,11.778778401644363,33.52421545083396,1.0387273019443999,96.19946411070079,3791
303,sfo,2019,2.44,1.63,479,2305,6097,3792,1.948125,1.9446875,125.24863650946422,56.93119841339283,68.31743809607138,15.357031086851663,13.769705822397128,39.190701186822594,0.8381809416680057,117.74394371414574,3792
325,tam,2019,2.11,2.01,458,1521,6366,4845,1.948125,1.9446875,108.30927173564324,49.23148715256511,59.07778458307813,8.392816685427483,13.178091653389167,37.50687624426148,1.0335850875783383,96.69605656635672,4845
347,was,2019,1.5,2.38,266,1583,4395,2812,1.948125,1.9446875,76.99711260827719,34.9986875492169,41.99842505906029,8.994478683435315,8.581026057662495,24.422920317962483,1.2238470191226096,79.66242845563423,2812
18,atl,2020,2.26,2.39,396,1532,5895,4363,2.210625,2.2121875,102.23353124116483,46.46978692780219,55.763744313362636,8.616836248481647,12.258196096869058,34.88871196801193,1.0803785845458398,92.26114399446533,4363
40,buf,2020,2.8,2.22,501,1723,6343,4620,2.210625,2.2121875,126.66101215719537,57.573187344179715,69.08782481301566,11.158685622210362,15.061576189609378,42.86756300119592,1.0035315722559683,99.64746417999437,4620
51,car,2020,2.09,2.5,350,1704,5592,3888,2.210625,2.2121875,94.54339836019226,42.97427198190557,51.56912637828669,9.343576777970515,10.978642896082205,31.246906704233965,1.1301031219098743,87.73859390450629,3888
62,chi,2020,2.03,2.01,372,1647,5302,3655,2.210625,2.2121875,91.82923381396664,41.74056082453029,50.08867298943635,9.25154697920844,10.617652762659256,30.21947324756865,0.9086029100155387,109.59939430021808,3655
73,cin,2020,1.7,2.3,311,1668,5116,3448,2.210625,2.2121875,76.90132880972577,34.955149458966254,41.946179350759515,8.131653727867375,8.791776661951957,25.022748960940184,1.0396948721570842,96.10628900084144,3448
84,cle,2020,2.38,2.45,408,2374,5913,3539,2.210625,2.2121875,107.66186033361606,48.937209242552754,58.72465109106331,14.018909673070578,11.623492768678108,33.082248649314614,1.1075010594716768,89.77163069988555,3539
150,clt,2020,2.36,2.01,451,1996,6049,4053,2.210625,2.2121875,106.75713881820752,48.52597219009433,58.23116662811319,11.42492611677475,12.169622532947995,34.63661797839045,0.9086029100155387,109.59939430021808,4053
7,crd,2020,2.3,2.02,410,2237,6153,3916,2.210625,2.2121875,104.0429742719819,47.29226103271905,56.75071323926286,12.267931711435347,11.565523197235153,32.91725833059236,0.9131233225031783,109.10095021147477,3916
95,dal,2020,2.08,2.49,395,1788,5949,4161,2.210625,2.2121875,94.09103760248799,42.76865345567636,51.32238414681163,9.17173135071069,10.959169726986245,31.191483069114696,1.1255827094222348,88.14230027186015,4161
106,den,2020,1.71,2.27,323,1918,5369,3451,2.210625,2.2121875,77.35368956743002,35.16076798519546,42.19292158223456,8.962223168459424,8.639981587581536,24.590716826193603,1.0261336346941659,97.41991518159126,3451
117,det,2020,2.2,2.98,377,1499,5603,4104,2.210625,2.2121875,99.51936669493924,45.23607577042692,54.283290924512315,8.635115204251425,11.868525687267832,33.779650032993054,1.34708292131657,69.7630938670574,4104
128,gnb,2020,3.08,2.18,509,2118,6224,4106,2.210625,2.2121875,139.3271133729149,63.330506078597686,75.99660729431722,15.37699712310674,15.761098644514725,44.85851152669575,0.9854499223054104,101.46574929757351,4106
139,htx,2020,2.34,2.7,384,1466,6004,4538,2.210625,2.2121875,105.85241730279898,48.1147351376359,57.737682165163086,8.38250051853197,12.83234722812409,36.522834418507024,1.220511371662664,79.94086660205198,4538
161,jax,2020,1.71,2.67,306,1519,5218,3699,2.210625,2.2121875,77.35368956743002,35.16076798519546,42.19292158223456,7.303217829318029,9.0713229757583,25.818380777158232,1.2069501341997455,81.07922549975056,3699
172,kan,2020,2.74,2.1,473,1799,6653,4854,2.210625,2.2121875,123.94684761096975,56.33947618680443,67.60737142416532,10.869977560318715,14.751722404600118,41.98567145924649,0.9492866224042944,105.20679983216623,4854
216,mia,2020,2.1,1.77,404,1688,5424,3736,2.210625,2.2121875,94.99575911789653,43.17989050813478,51.81586860976174,9.588187119768556,10.97919718739823,31.24848430259496,0.800113010312191,122.48552180077463,3736
227,min,2020,2.44,2.67,430,2283,6292,4009,2.210625,2.2121875,110.37602487984168,50.170920399928036,60.20510447991364,12.988872947235196,12.276220198496397,34.94001133418205,1.2069501341997455,81.07922549975056,4009
249,nor,2020,2.67,1.93,482,2265,6023,3758,2.210625,2.2121875,120.78032230703987,54.900146503199935,65.88017580383993,14.73095997013854,13.298796116762363,37.85041971693903,0.8724396101144228,113.68857648909754,3758
238,nwe,2020,1.92,2.16,326,2346,5236,2890,2.210625,2.2121875,86.85326547921969,39.47875703600895,47.374508443210736,12.62100804085537,9.035910104612395,25.71759029774297,0.9764090973301314,102.38758911497492,2890
260,nyg,2020,1.6,2.12,280,1768,4794,3026,2.210625,2.2121875,72.37772123268307,32.89896419667412,39.47875703600895,8.657024736284116,8.013650397928458,22.808081901796378,0.9583274473795733,104.25786112158737,3026
271,nyj,2020,1.36,2.47,243,1683,4479,2796,2.210625,2.2121875,61.52106304778061,27.964119567173004,33.5569434806076,7.497326196804168,6.7755004937888925,19.28411679001454,1.1165418844469557,88.9540292594336,2796
337,oti,2020,2.87,2.66,491,2690,6343,3653,2.210625,2.2121875,129.82753746112525,59.0125170277842,70.81502043334105,17.856811335948642,13.769134365322026,39.18907473207038,1.2024297217121063,81.46098571890596,3653
282,phi,2020,1.66,2.09,334,2027,5354,3327,2.210625,2.2121875,75.09188577890869,34.132675354049404,40.959210424859286,9.22036077944338,8.252100907808135,23.48674873760777,0.9447662099166547,105.68483543718162,3327
293,pit,2020,2.12,1.62,416,1351,5354,4003,2.210625,2.2121875,95.90048063330507,43.59112756059321,52.30935307271186,7.848330583989449,11.559865847067826,32.90115664165458,0.7323068229975985,131.6620508254287,4003
183,rai,2020,2.57,2.75,434,1916,6133,4217,2.210625,2.2121875,116.25671472999719,52.84396124090781,63.412753489089376,11.779316965252644,13.424693496197552,38.20874302763919,1.2431134341008616,78.06591920404783,4217
205,ram,2020,1.88,1.47,372,2018,6032,4014,2.210625,2.2121875,85.04382244840261,38.65628293109209,46.387539517310515,9.227458977393171,9.66162094037851,27.498459599538837,0.664500635683006,142.0194410049654,4014
29,rav,2020,2.56,1.72,468,3071,5810,2739,2.210625,2.2121875,115.80435397229292,52.63834271467859,63.16601125761432,19.852174966678785,11.26159743564324,32.0522388552923,0.7775109478739934,125.43222876909104,2739
194,sdg,2020,2.13,2.39,384,1784,6113,4329,2.210625,2.2121875,96.35284139100933,43.796746086822424,52.55609530418691,9.119782954796062,11.293441210841621,32.142871138549225,1.0803785845458398,92.26114399446533,4329
315,sea,2020,2.57,2.14,459,1971,5912,3941,2.210625,2.2121875,116.25671472999719,52.84396124090781,63.412753489089376,12.570419379703642,13.21900686844029,37.62332724094544,0.9673682723548523,103.31821021403309,3941
304,sfo,2020,2.05,1.96,376,1889,5922,4033,2.210625,2.2121875,92.73395532937516,42.15179787698871,50.582157452386454,9.593605608981061,10.657023479285401,30.331528364119986,0.8860008475773413,112.1333122129697,4033
326,tam,2020,2.72,1.89,492,1519,6145,4626,2.210625,2.2121875,123.04212609556122,55.92823913434601,67.1138869612152,9.864367314537812,14.88487510813612,42.36464453854126,0.8543579601638648,115.8055808277856,4626
348,was,2020,1.74,1.69,335,1611,5076,3465,2.210625,2.2121875,78.71077184054283,35.777623563883104,42.93314827665973,8.101913835225513,9.056120954772897,25.775113486661322,0.763949710411075,127.25184879897289,3465
19,atl,2021,1.68,2.52,313,1451,5164,3713,2.0575,2.056875,81.65249088699878,37.114768584999446,44.53772230199933,7.440980024517043,9.645152992145395,27.45158928533689,1.2251595259799455,79.55303560576462,3713
41,buf,2021,2.56,1.51,483,2209,6493,4284,2.0575,2.056875,124.4228432563791,56.555837843808675,67.86700541257042,13.728717117561521,14.075954956702313,40.06233333830659,0.7341233667578244,131.40227537071806,4284
52,car,2021,1.51,1.98,304,1842,5081,3239,2.0575,2.056875,73.39003645200485,33.35910747818402,40.03092897382083,8.628932194317544,8.164519162670855,23.237477616832432,0.9626253418413857,103.81002078671857,3239
63,chi,2021,1.62,2.22,311,2018,5225,3207,2.0575,2.056875,78.7363304981774,35.78924113553518,42.94708936264222,9.862557762026968,8.601978216159965,24.482553384455287,1.0793072014585234,92.36065344058733,3207
74,cin,2021,2.37,1.88,460,1742,6145,4403,2.0575,2.056875,115.1883353584447,52.3583342538385,62.830001104606204,10.590446912818281,13.58228408986486,38.65727010192306,0.914007900334245,109.00372732371328,4403
85,cle,2021,1.89,2.04,349,2471,5791,3320,2.0575,2.056875,91.85905224787363,41.75411465812438,50.104937589749255,12.712198412513121,9.722112186081397,27.67062699115474,0.9917958067456701,100.82381260389295,3320
151,clt,2021,2.39,1.99,451,2540,5901,3361,2.0575,2.056875,116.16038882138517,52.80017673699326,63.36021208439191,16.216072636684668,12.257476256403885,34.88666319130336,0.9674870859920998,103.30592208230456,3361
8,crd,2021,2.46,1.97,449,2076,6352,4276,2.0575,2.056875,119.56257594167678,54.3466254280349,65.21595051364189,12.673356303437316,13.661074494653189,38.881519715551384,0.9577635976906717,104.31676935404508,4276
96,dal,2021,2.46,1.7,530,2119,6919,4800,2.0575,2.056875,119.56257594167678,54.3466254280349,65.21595051364189,11.875787319074222,13.868442430587594,39.47172076398007,0.8264965056213918,119.17149824834216,4800
107,den,2021,1.96,1.72,335,2025,5618,3593,2.0575,2.056875,95.26123936816525,43.30056334916602,51.96067601899923,11.136251799940421,10.614350296955292,30.210073922103522,0.8362199939228199,117.98187821083575,3593
118,det,2021,1.81,2.54,325,1886,5484,3598,2.0575,2.056875,87.97083839611179,39.98674472550535,47.984093670606434,9.812111964933873,9.924715243474868,28.247266462197697,1.2348830142813736,78.74551464026203,3598
129,gnb,2021,2.54,2.12,450,1900,6215,4315,2.0575,2.056875,123.45078979343863,56.113995360653924,67.3367944327847,12.240125273598748,14.325133981388348,40.7715351777976,1.0306897599513827,96.97671483261954,4315
140,htx,2021,1.41,2.41,280,1422,4727,3305,2.0575,2.056875,68.52976913730255,31.14989506241025,37.3798740748923,6.686098723028323,7.980381591484634,22.713393760379343,1.1716803403220908,84.08973817061745,3305
162,jax,2021,1.38,2.43,253,1755,5191,3436,2.0575,2.056875,67.07168894289185,30.487131337678115,36.58455760521374,7.354359515884054,7.599851503225718,21.630346586103965,1.181403828623519,83.25233943302158,3436
173,kan,2021,2.71,2.14,480,1955,6746,4791,2.0575,2.056875,131.71324422843256,59.86965646746934,71.84358776096322,12.379679287822327,15.460616203016633,44.003292270124255,1.0404132482528108,96.0371646901632,4791
217,mia,2021,1.61,1.9,341,1568,5219,3651,2.0575,2.056875,78.25030376670716,35.5683198939578,42.68198387274936,7.624727299287749,9.11488670910002,25.942369864361595,0.9237313886356731,107.94172004190055,3651
228,min,2021,2.08,2.11,425,1930,6168,4238,2.0575,2.056875,101.09356014580801,45.95161824809455,55.141941897713465,10.25925812816329,11.669497780083047,33.21318598946713,1.0258280158006685,97.4497129540424,4238
250,nor,2021,1.85,1.63,364,1991,5177,3186,2.0575,2.056875,89.9149453219927,40.87042969181486,49.04451563017784,11.215134893072005,9.835638991647517,27.99374174545832,0.7924642965663933,123.47111032505455,3186
239,nwe,2021,2.54,1.56,462,2151,6008,3857,2.0575,2.056875,123.45078979343863,56.113995360653924,67.3367944327847,14.334543969069339,13.780585120565995,39.22166534314937,0.7584320875113948,128.00387639366102,3857
261,nyg,2021,1.31,2.15,258,1688,4884,3196,2.0575,2.056875,63.66950182260024,28.94068264663647,34.728819175963764,7.136869584736649,7.1739068937190495,20.418042697508064,1.0452749924035247,95.57055270540516,3196
272,nyj,2021,1.61,2.67,310,1667,5208,3541,2.0575,2.056875,78.25030376670716,35.5683198939578,42.68198387274936,8.123256718090726,8.985269060211246,25.573458094447393,1.2980856882406564,73.61397401493348,3541
338,oti,2021,2.16,1.93,419,2404,5822,3418,2.0575,2.056875,104.98177399756986,47.71898818071357,57.26278581685629,14.059040806455918,11.232973702704095,31.97077130769627,0.9383166210878153,106.37108604405483,3418
283,phi,2021,2.34,2.14,444,2715,6119,3404,2.0575,2.056875,113.73025516403402,51.69557052910637,62.03468463492765,16.36608928876485,11.873834790002329,33.794760556160476,1.0404132482528108,96.0371646901632,3404
294,pit,2021,1.7,2.01,343,1583,5361,3778,2.0575,2.056875,82.62454434993924,37.5566110681542,45.067933281785045,7.912681904200234,9.66036535817205,27.49488601941276,0.9772105742935278,102.30551606144303,3778
184,rai,2021,2.02,2.3,374,1617,6184,4567,2.0575,2.056875,98.17739975698663,44.62609079863029,53.551308958356344,8.325907594509669,11.758604354600134,33.466797009246534,1.1182011546642359,88.80461617983168,4567
206,ram,2021,2.5,1.85,460,1683,6325,4642,2.0575,2.056875,121.50668286755771,55.230310394344414,66.2763724732133,10.485841116090997,14.5055381528518,41.284993204270506,0.8994226678821028,110.62008282211109,4642
30,rav,2021,1.97,1.95,387,2479,6440,3961,2.0575,2.056875,95.74726609963548,43.5214845907434,52.225781508892084,11.953540674550766,10.470782616928743,29.801458217412574,0.9480401093892434,105.33837914592243,3961
195,sdg,2021,2.65,2.45,474,1834,6634,4800,2.0575,2.056875,128.79708383961116,58.54412901800507,70.2529548216061,11.54807022440565,15.263269995272116,43.44161460192833,1.191127316924947,82.42067497007918,4800
316,sea,2021,2.07,1.91,395,2074,5506,3432,2.0575,2.056875,100.60753341433777,45.73069700651717,54.8768364078206,12.290868397208149,11.072351682759237,31.51361632785321,0.9285931327863872,107.41523864863876,3432
305,sfo,2021,2.29,1.95,427,2166,6387,4221,2.0575,2.056875,111.30012150668286,50.59096432121948,60.709157185463376,12.241558055855437,12.601575773698064,35.866023355909874,0.9480401093892434,105.33837914592243,4221
327,tam,2021,2.59,1.78,511,1672,6901,5229,2.0575,2.056875,125.88092345078978,57.218601568540805,68.66232188224897,9.891534905308069,15.280404614004636,43.490382362936266,0.8653904588271043,114.50786469909421,5229
349,was,2021,1.8,2.36,335,2061,5502,3441,2.0575,2.056875,87.48481166464155,39.76582348392798,47.71898818071357,10.628441559776372,9.643542121443673,27.44700449949353,1.1473716195685202,86.20927919106552,3441
20,atl,2022,2.0,2.27,365,2718,5417,2699,1.9340625,1.9278125,103.40927451930845,47.00421569059475,56.405058828713706,16.827888667417216,10.290064241937088,29.287105919359405,1.1775004052520668,83.58781013387244,2699
42,buf,2022,2.52,1.67,455,2232,6361,4129,1.9340625,1.9278125,130.29568589432864,59.22531177014938,71.07037412417927,14.827855772268082,14.623054771496909,41.619463580414276,0.8662668179607715,114.40559622770994,4129
53,car,2022,1.76,1.9,347,2210,5206,2996,1.9340625,1.9278125,91.00016157699143,41.363709807723374,49.63645176926806,12.528809196362891,9.647987068955343,27.459655503949822,0.9855730264224347,101.45325657361512,2996
64,chi,2022,1.85,2.45,326,3014,5233,2219,1.9340625,1.9278125,95.65357893036031,43.47889951380014,52.174679416560174,17.867889550995358,8.919765365046853,25.387024500517963,1.2708704814394556,75.79958817292518,2219
75,cin,2022,2.36,1.77,418,1528,5768,4240,1.9340625,1.9278125,122.02294393278397,55.464974514901805,66.55796941788216,10.483809554820288,14.579281564396087,41.49487829866578,0.9181390825093209,108.55102610052265,4240
86,cle,2022,1.89,2.05,361,2490,5934,3444,1.9340625,1.9278125,97.72176442074648,44.41898382761204,53.30278059313444,13.299111491687412,10.400953966376228,29.602715135070802,1.0633814232452585,93.8507459109078,3444
152,clt,2022,1.39,1.99,289,1866,5298,3432,1.9340625,1.9278125,71.86944579091937,32.66792990496335,39.20151588595602,8.209628468418815,8.057890728559673,22.933996688977533,1.032258064516129,96.82459677419355,3432
9,crd,2022,1.65,2.3,340,1873,5499,3626,1.9340625,1.9278125,85.31265147842947,38.778477944740665,46.53417353368881,9.424254801262054,9.648578870430956,27.4613398619958,1.1930620846166315,82.25586316047277,3626
97,dal,2022,2.31,1.65,467,2298,6034,3736,1.9340625,1.9278125,119.43771206980126,54.28986912263694,65.14784294716432,14.752503148988342,13.102788347525756,37.29255145065023,0.8558923650510617,115.62394235350753,3736
108,den,2022,1.44,1.72,287,1935,5527,3592,1.9340625,1.9278125,74.45467765390208,33.84303529722822,40.61164235667386,8.454015008012783,8.360983110651881,23.7966442380092,0.8922029502350463,111.43091353475934,3592
119,det,2022,2.48,2.32,453,2179,6460,4281,1.9340625,1.9278125,128.22750040394249,58.285227456337495,69.94227294760499,14.027665804377408,14.537797857239173,41.376809285988415,1.2034365375263414,81.3758563133381,4281
130,gnb,2022,1.97,2.07,370,2113,5745,3632,1.9340625,1.9278125,101.85813540151882,46.29915245523583,55.558982946282995,12.15023583958277,11.286274247742059,32.12247285895817,1.0737558761549684,92.87772551592309,3632
141,htx,2022,1.43,1.89,289,1476,4820,3344,1.9340625,1.9278125,73.93763128130554,33.608014218775246,40.329617062530296,7.343183387094785,8.576472755613233,24.40996091982228,0.9803857999675798,101.9810406894517,3344
163,jax,2022,2.08,1.95,404,2116,6075,3959,1.9340625,1.9278125,107.54564550008078,48.88438431821854,58.661261181862244,12.149033613782901,12.09317916770063,34.41904840037871,1.0115091586967093,98.85563180875428,3959
174,kan,2022,2.71,2.01,496,1970,7032,5062,1.9340625,1.9278125,140.11956697366296,63.69071226075589,76.42885471290707,12.731092470164931,16.561418183112956,47.13634405962918,1.0426325174258388,95.8239089545787,5062
218,mia,2022,2.13,2.04,397,1686,6197,4511,1.9340625,1.9278125,110.1308773630635,50.05948971048341,60.07138765258009,9.717727020526501,13.091951764333933,37.261708867719655,1.0581941967904036,94.34059653302884,4511
229,min,2022,2.04,2.09,424,1661,6145,4484,1.9340625,1.9278125,105.47746000969462,47.94430000440665,57.533160005287975,9.24670346321216,12.554478700939711,35.7319778411361,1.0841303290646782,91.91339981470867,4484
251,nor,2022,1.73,1.74,330,1982,5674,3692,1.9340625,1.9278125,89.44902245920181,40.65864657236446,48.79037588683735,10.133732578997876,10.050727260038263,28.60591604780121,0.9025774031447561,110.26804076230243,3692
240,nwe,2022,1.63,1.63,364,1812,5348,3536,1.9340625,1.9278125,84.27855873323638,38.30843578783472,45.97012294540166,9.261117978408153,9.544341291418313,27.1646636755752,0.8455179121413519,116.85945715366861,3536
262,nyg,2022,1.95,1.99,365,2519,5676,3157,1.9340625,1.9278125,100.82404265632574,45.82911029832988,54.994932357995864,14.512071507415838,10.525543821150807,29.957317029429216,1.032258064516129,96.82459677419355,3157
273,nyj,2022,1.47,1.57,296,1686,5409,3723,1.9340625,1.9278125,76.00581677169171,34.54809853258714,41.45771823910457,7.683638804819129,8.781260652914215,24.992818781371227,0.8143945534122224,120.67557487715956,3723
339,oti,2022,1.53,1.84,298,2131,5045,2914,1.9340625,1.9278125,79.10809500727096,35.95822500330498,43.14987000396598,10.83734072014536,8.401257613793362,23.91127167002726,0.9544496676933053,104.66372585446517,2914
284,phi,2022,2.5,1.78,477,2509,6614,4105,1.9340625,1.9278125,129.26159314913556,58.755269613243435,70.50632353589214,15.903235751085633,14.196802824049692,40.406284960756814,0.9233263089641758,107.98572106864515,4105
295,pit,2022,1.68,1.93,308,2073,5484,3411,1.9340625,1.9278125,86.8637905962191,39.48354118009959,47.38024941611951,10.649277775501934,9.55005262656057,27.180919014057004,1.0011347057869995,99.88659372619408,3411
185,rai,2022,2.18,2.23,395,2059,5993,3934,1.9340625,1.9278125,112.71610922604623,51.23459510274829,61.48151412329794,12.55965124517861,12.719684348311025,36.2021785298083,1.156751499432647,85.38692054406272,3934
207,ram,2022,1.71,2.04,307,1661,4769,3108,1.9340625,1.9278125,88.41492971400872,40.18860441545851,48.226325298550215,9.987284880730972,9.942150508633002,28.296889909186238,1.0581941967904036,94.34059653302884,3108
31,rav,2022,1.9,1.79,350,2720,5760,3040,1.9340625,1.9278125,98.23881079334302,44.654004906065005,53.584805887278016,15.0455836350165,10.020197785587994,28.51902446667352,0.9285135354190307,107.42383440223281,3040
196,sdg,2022,2.01,2.01,391,1524,6108,4584,1.9340625,1.9278125,103.92632089190498,47.239236769047714,56.687084122857264,8.4099035225011,12.552066956092602,35.72511364426356,1.0426325174258388,95.8239089545787,4584
317,sea,2022,2.12,2.05,407,2042,5976,3934,1.9340625,1.9278125,109.61383099046695,49.82446863203043,59.78936235843652,12.147587261615843,12.386861525173376,35.2549135716473,1.0633814232452585,93.8507459109078,3934
306,sfo,2022,2.32,1.45,450,2360,6216,3856,1.9340625,1.9278125,119.95475844239779,54.5248902010899,65.42986824130789,14.770595321092495,13.171410959256002,37.48786196095939,0.7521478359539634,128.8689013057501,3856
328,tam,2022,1.6,1.82,313,1308,5894,4586,1.9340625,1.9278125,82.72741961544676,37.6033725524758,45.124047062970966,5.954243794807604,10.184148849722474,28.985654418440888,0.9440752147835955,105.75812112895211,4586
350,was,2022,1.55,1.68,321,2143,5615,3472,1.9340625,1.9278125,80.14218775246405,36.42826716021093,43.713920592253125,9.920033213363654,8.786410718511263,25.00747666037821,0.8714540444156266,113.8026698030282,3472
21,atl,2023,1.6,1.86,321,2159,5683,3524,1.89,1.8846875,84.65608465608466,38.48003848003848,46.17604617604618,10.43068155508768,9.29379480144921,26.451569819509288,0.9869010114408887,101.31859190107384,3524
43,buf,2023,2.37,1.67,451,2212,6366,4154,1.89,1.8846875,125.3968253968254,56.998556998557,68.39826839826841,14.131379258617716,14.109391176309183,40.15749796334152,0.8860885425302603,112.12334233456485,4154
54,car,2023,1.19,2.09,236,1769,4510,2741,1.89,1.8846875,62.96296296296297,28.619528619528623,34.343434343434346,8.009694838963132,6.846772271162516,19.4869672333087,1.1089371580169125,89.64135980250366,2741
65,chi,2023,1.9,1.88,360,2399,5495,3096,1.89,1.8846875,100.52910052910053,45.69504569504569,54.83405483405484,14.23422642712907,10.555955385800699,30.043873021125066,0.9975128502735864,100.24902503951216,3096
76,cin,2023,1.87,2.01,366,1527,5422,3895,1.89,1.8846875,98.94179894179895,44.973544973544975,53.968253968253975,9.03730309853512,11.682047226126903,33.24890364359195,1.0664898026861216,93.55828349753472,3895
87,cle,2023,1.69,1.43,396,2017,5710,3693,1.89,1.8846875,89.41798941798942,40.64454064454064,48.77344877344878,10.244109508557846,10.017628208871642,28.511711056019287,0.7587464765378875,127.96084050876996,3693
153,clt,2023,1.83,2.01,396,2059,5725,3666,1.89,1.8846875,96.82539682539684,44.01154401154402,52.81385281385282,11.294048883568536,10.795149021873915,30.72465490841037,1.0664898026861216,93.55828349753472,3666
10,crd,2023,1.83,2.49,330,2365,5509,3144,1.89,1.8846875,96.82539682539684,44.01154401154402,52.81385281385282,13.48115742742717,10.226500800470669,29.10619458595498,1.3211739346708673,71.786433788545,3144
98,dal,2023,2.67,1.75,509,1920,6317,4397,1.89,1.8846875,141.26984126984127,64.21356421356421,77.05627705627705,13.925773621831878,16.413930892955747,46.71657254148943,0.9285358978610512,107.42141939266172,4397
109,den,2023,1.81,2.16,357,1810,5072,3262,1.89,1.8846875,95.76719576719577,43.53054353054353,52.23665223665224,11.083977172305246,10.699695516730218,30.452979547616774,1.1460785939313547,86.32309576639521,3262
120,det,2023,2.44,2.05,461,2311,6712,4401,1.89,1.8846875,129.10052910052912,58.68205868205869,70.41847041847043,14.416357443771034,14.560549373421845,41.44156360127756,1.087713480351517,91.58231378730221,4401
131,gnb,2023,2.16,1.99,383,1905,5873,3968,1.89,1.8846875,114.28571428571429,51.94805194805195,62.337662337662344,12.02282285204131,13.08185826626147,37.232981219359566,1.055877963853424,94.56005909376096,3968
142,htx,2023,1.89,1.8,377,1647,5820,4173,1.89,1.8846875,100.0,45.45454545454545,54.54545454545455,9.178044023404848,11.79552673573292,33.571883786316775,0.9550654949427956,104.59915580841577,4173
164,jax,2023,1.86,1.83,377,1646,5772,4126,1.89,1.8846875,98.41269841269842,44.733044733044736,53.67965367965368,9.101944237079374,11.59020445506932,32.98750498750499,0.9709832531918422,102.94503132947892,4126
175,kan,2023,2.01,1.5,371,1784,5972,4188,1.89,1.8846875,106.34920634920634,48.34054834054834,58.008658008658,10.303596103997979,12.403316095211608,35.30174580944842,0.7958879124523296,123.0285210440502,4188
219,mia,2023,2.53,1.86,496,2308,6822,4514,1.89,1.8846875,133.86243386243385,60.846560846560834,73.01587301587301,14.687988654567372,15.165249933939467,43.16263442736617,0.9869010114408887,101.31859190107384,4514
230,min,2023,1.85,1.91,344,1553,5912,4359,1.89,1.8846875,97.88359788359789,44.49254449254449,53.3910533910534,8.339240071310437,11.713471463133171,33.338341856609794,1.013430608522633,98.66583868381599,4359
252,nor,2023,1.94,1.6,402,1742,5732,3990,1.89,1.8846875,102.64550264550265,46.657046657046656,55.98845598845599,10.117225190498045,11.926520007469065,33.94471079048888,0.8489471066158183,116.4491290442091,3990
241,nwe,2023,1.1,1.6,236,1627,4696,3069,1.89,1.8846875,58.20105820105821,26.45502645502646,31.74603174603175,6.53988132693414,6.553599108965379,18.652551310132232,0.8489471066158183,116.4491290442091,3069
263,nyg,2023,1.21,1.96,266,1874,4760,2886,1.89,1.8846875,64.02116402116403,29.1005291005291,34.920634920634924,8.174585149375067,6.953972940527563,19.79207683073229,1.0399602056043773,96.08075247488318,2886
274,nyj,2023,1.13,1.58,268,1647,4566,2919,1.89,1.8846875,59.788359788359784,27.176527176527173,32.61183261183261,6.994454563442738,6.660518292581368,18.956859755808505,0.8383352677831205,117.72524610451485,2919
340,oti,2023,1.64,1.98,305,1846,4913,3067,1.89,1.8846875,86.77248677248677,39.44203944203944,47.330447330447335,10.57417511722417,9.556630775438023,27.19964143778514,1.050572044437075,95.06451646501493,3067
285,phi,2023,2.33,2.35,433,2190,6024,3834,1.89,1.8846875,123.28042328042329,56.03655603655604,67.24386724386724,14.535594216869116,13.704150987019514,39.00412203997861,1.2468910628419831,77.75518090045404,3834
296,pit,2023,1.49,1.68,304,2010,5173,3163,1.89,1.8846875,78.83597883597884,35.834535834535835,43.001443001443,9.934764235943437,8.597336479029886,24.469342286469676,0.8913944619466091,111.52216678362193,3163
186,rai,2023,1.65,1.77,332,1542,4922,3380,1.89,1.8846875,87.3015873015873,39.682539682539684,47.61904761904762,8.870424961444872,10.074641890976716,28.673980766626038,0.939147736693749,106.28237305231818,3380
208,ram,2023,2.18,1.92,404,2045,6108,4063,1.89,1.8846875,115.34391534391537,52.42905242905244,62.91486291486293,12.524733546344553,13.101433635814777,37.288695732703594,1.018736527938982,98.14357724888423,4063
32,rav,2023,2.37,1.35,483,2661,6296,3635,1.89,1.8846875,125.3968253968254,56.998556998557,68.39826839826841,17.188826146894765,13.314454985357148,37.8949872660165,0.7162991212070967,133.98828468038587,3635
197,sdg,2023,1.78,2.01,346,1642,5599,3957,1.89,1.8846875,94.17989417989419,42.809042809042815,51.370851370851376,8.957780274086758,11.027398485158802,31.385672611605816,1.0664898026861216,93.55828349753472,3957
318,sea,2023,1.93,2.2,364,1580,5490,3910,1.89,1.8846875,102.11640211640213,46.41654641654642,55.69985569985571,9.531467454964725,12.003780943671657,34.16460730121933,1.1673022715967503,84.4686932383443,3910
307,sfo,2023,2.7,1.71,491,2389,6773,4384,1.89,1.8846875,142.85714285714286,64.93506493506493,77.92207792207793,16.342427090987556,16.010709216083498,45.56894161500688,0.9073122201956557,109.74221062764411,4384
329,tam,2023,1.85,1.78,348,1509,5321,3812,1.89,1.8846875,97.88359788359789,44.49254449254449,53.3910533910534,9.002962207247117,11.540903707789633,32.84718747601665,0.9444536561100978,105.71797730685466,3812
