,team,oline,qb,rb,wrte,dst,season
53,car,41.363709807723374,9.647987068955343,12.528809196362891,27.459655503949822,101.45325657361512,2022
64,chi,43.47889951380014,8.919765365046853,17.867889550995358,25.387024500517963,75.79958817292518,2022
75,cin,55.464974514901805,14.579281564396087,10.483809554820288,41.49487829866578,108.55102610052265,2022
86,cle,44.41898382761204,10.400953966376228,13.299111491687412,29.602715135070802,93.8507459109078,2022
152,clt,32.66792990496335,8.057890728559673,8.209628468418815,22.933996688977533,96.82459677419355,2022
9,crd,38.778477944740665,9.648578870430956,9.424254801262054,27.4613398619958,82.25586316047277,2022
97,dal,54.28986912263694,13.102788347525756,14.752503148988342,37.29255145065023,115.62394235350753,2022
108,den,33.84303529722822,8.360983110651881,8.454015008012783,23.7966442380092,111.43091353475934,2022
119,det,58.285227456337495,14.537797857239173,14.027665804377408,41.376809285988415,81.3758563133381,2022
130,gnb,46.29915245523583,11.286274247742059,12.15023583958277,32.12247285895817,92.87772551592309,2022
141,htx,33.608014218775246,8.576472755613233,7.343183387094785,24.40996091982228,101.9810406894517,2022
163,jax,48.88438431821854,12.09317916770063,12.149033613782901,34.41904840037871,98.85563180875428,2022
174,kan,63.69071226075589,16.561418183112956,12.731092470164931,47.13634405962918,95.8239089545787,2022
218,mia,50.05948971048341,13.091951764333933,9.717727020526501,37.261708867719655,94.34059653302884,2022
229,min,47.94430000440665,12.554478700939711,9.24670346321216,35.7319778411361,91.91339981470867,2022
251,nor,40.65864657236446,10.050727260038263,10.133732578997876,28.60591604780121,110.26804076230243,2022
240,nwe,38.30843578783472,9.544341291418313,9.261117978408153,27.1646636755752,116.85945715366861,2022
262,nyg,45.82911029832988,10.525543821150807,14.512071507415838,29.957317029429216,96.82459677419355,2022
273,nyj,34.54809853258714,8.781260652914215,7.683638804819129,24.992818781371227,120.67557487715956,2022
339,oti,35.95822500330498,8.401257613793362,10.83734072014536,23.91127167002726,104.66372585446517,2022
284,phi,58.755269613243435,14.196802824049692,15.903235751085633,40.406284960756814,107.98572106864515,2022
295,pit,39.48354118009959,9.55005262656057,10.649277775501934,27.180919014057004,99.88659372619408,2022
185,rai,51.23459510274829,12.719684348311025,12.55965124517861,36.2021785298083,85.38692054406272,2022
207,ram,40.18860441545851,9.942150508633002,9.987284880730972,28.296889909186238,94.34059653302884,2022
31,rav,44.654004906065005,10.020197785587994,15.0455836350165,28.51902446667352,107.42383440223281,2022
196,sdg,47.239236769047714,12.552066956092602,8.4099035225011,35.72511364426356,95.8239089545787,2022
317,sea,49.82446863203043,12.386861525173376,12.147587261615843,35.2549135716473,93.8507459109078,2022
306,sfo,54.5248902010899,13.171410959256002,14.770595321092495,37.48786196095939,128.8689013057501,2022
328,tam,37.6033725524758,10.184148849722474,5.954243794807604,28.985654418440888,105.75812112895211,2022
350,was,36.42826716021093,8.786410718511263,9.920033213363654,25.00747666037821,113.8026698030282,2022
21,atl,38.48003848003848,9.29379480144921,10.43068155508768,26.451569819509288,101.31859190107384,2023
43,buf,56.998556998557,14.109391176309183,14.131379258617716,40.15749796334152,112.12334233456485,2023
54,car,28.619528619528623,6.846772271162516,8.009694838963132,19.4869672333087,89.64135980250366,2023
65,chi,45.69504569504569,10.555955385800699,14.23422642712907,30.043873021125066,100.24902503951216,2023
76,cin,44.973544973544975,11.682047226126903,9.03730309853512,33.24890364359195,93.55828349753472,2023
87,cle,40.64454064454064,10.017628208871642,10.244109508557846,28.511711056019287,127.96084050876996,2023
153,clt,44.01154401154402,10.795149021873915,11.294048883568536,30.72465490841037,93.55828349753472,2023
10,crd,44.01154401154402,10.226500800470669,13.48115742742717,29.10619458595498,71.786433788545,2023
98,dal,64.21356421356421,16.413930892955747,13.925773621831878,46.71657254148943,107.42141939266172,2023
109,den,43.53054353054353,10.699695516730218,11.083977172305246,30.452979547616774,86.32309576639521,2023
120,det,58.68205868205869,14.560549373421845,14.416357443771034,41.44156360127756,91.58231378730221,2023
131,gnb,51.94805194805195,13.08185826626147,12.02282285204131,37.232981219359566,94.56005909376096,2023
142,htx,45.45454545454545,11.79552673573292,9.178044023404848,33.571883786316775,104.59915580841577,2023
164,jax,44.733044733044736,11.59020445506932,9.101944237079374,32.98750498750499,102.94503132947892,2023
175,kan,48.34054834054834,12.403316095211608,10.303596103997979,35.30174580944842,123.0285210440502,2023
219,mia,60.846560846560834,15.165249933939467,14.687988654567372,43.16263442736617,101.31859190107384,2023
230,min,44.49254449254449,11.713471463133171,8.339240071310437,33.338341856609794,98.66583868381599,2023
252,nor,46.657046657046656,11.926520007469065,10.117225190498045,33.94471079048888,116.4491290442091,2023
241,nwe,26.45502645502646,6.553599108965379,6.53988132693414,18.652551310132232,116.4491290442091,2023
263,nyg,29.1005291005291,6.953972940527563,8.174585149375067,19.79207683073229,96.08075247488318,2023
274,nyj,27.176527176527173,6.660518292581368,6.994454563442738,18.956859755808505,117.72524610451485,2023
340,oti,39.44203944203944,9.556630775438023,10.57417511722417,27.19964143778514,95.06451646501493,2023
285,phi,56.03655603655604,13.704150987019514,14.535594216869116,39.00412203997861,77.75518090045404,2023
296,pit,35.834535834535835,8.597336479029886,9.934764235943437,24.469342286469676,111.52216678362193,2023
186,rai,39.682539682539684,10.074641890976716,8.870424961444872,28.673980766626038,106.28237305231818,2023
208,ram,52.42905242905244,13.101433635814777,12.524733546344553,37.288695732703594,98.14357724888423,2023
32,rav,56.998556998557,13.314454985357148,17.188826146894765,37.8949872660165,133.98828468038587,2023
197,sdg,42.809042809042815,11.027398485158802,8.957780274086758,31.385672611605816,93.55828349753472,2023
318,sea,46.41654641654642,12.003780943671657,9.531467454964725,34.16460730121933,84.4686932383443,2023
307,sfo,64.93506493506493,16.010709216083498,16.342427090987556,45.56894161500688,109.74221062764411,2023
329,tam,44.49254449254449,11.540903707789633,9.002962207247117,32.84718747601665,105.71797730685466,2023
351,was,40.40404040404041,10.36178209772342,8.631840416681493,29.49122597044358,70.12690792073629,2023
