Rank,Name,Team,Position,Final PPG
185,Greg Dortch,crd,WR,2.858117508986758
186,Ronnie Bell,sfo,WR,2.840616425452474
187,Drew Sample,cin,TE,2.833430127310871
188,Dontayvion Wicks,gnb,WR,2.8316954426103704
189,Stone Smartt,sdg,TE,2.822789578530832
190,Michael Gallup,rai,WR,2.779238624593749
191,Foster Moreau,nor,TE,2.7741227386231415
192,Chris Conley,sfo,WR,2.771808928746017
193,Ben Skowronek,htx,WR,2.7707002361754465
194,Evan Engram,jax,TE,2.7638513679253807
195,JuJu Smith-Schuster,nwe,WR,2.761885632745381
196,Marquez Callaway,pit,WR,2.751729853026556
197,Darius Slayton,nyg,WR,2.747477957982103
198,Freddie Swain,chi,WR,2.7262189940466617
199,Dax Milne,was,WR,2.7187028927048638
200,Adam Thielen,car,WR,2.7055138422000526
201,Jalen Nailor,min,WR,2.7051254912172498
202,Elijah Higgins,crd,WR,2.70490033883723
203,Charlie Kolar,rav,TE,2.682409105113829
204,Khalil Shakir,buf,WR,2.667958385732523
205,K.J. Osborn,nwe,WR,2.661615967630816
206,Shane Zylstra,det,TE,2.6554655619752814
207,Jahan Dotson,was,WR,2.647875720435093
208,Marcedes Lewis,chi,TE,2.6468731127021514
209,Trent Sherfield,min,WR,2.6408450439385875
210,Johnny Mundt,min,TE,2.6344235776768743
211,Teagan Quitoriano,htx,TE,2.631415867625133
212,Hunter Henry,nwe,TE,2.6221589342165625
213,Dalton Kincaid,buf,TE,2.6110571938594695
214,Zach Ertz,was,TE,2.6005197582137853
215,Gerald Everett,chi,TE,2.597436976797044
216,Trey Palmer,tam,WR,2.586481679856644
217,Dante Pettis,chi,WR,2.57845420208157
218,Josh Oliver,min,TE,2.5734648397120687
219,Noah Gray,kan,TE,2.5716730727094124
220,Tommy Sweeney,chi,TE,2.5694308367839893
221,Tyler Conklin,nyj,TE,2.550639606933434
222,Tyron Johnson,dal,WR,2.546199527970625
223,Ashton Dulin,clt,WR,2.540679499187881
224,Jonathan Mingo,car,WR,2.5306461012092245
225,Jakeem Grant,cle,WR,2.5072730844400724
226,Tyler Higbee,ram,TE,2.5059137318336813
227,Andy Isabella,buf,WR,2.4921530136694425
228,Alec Pierce,clt,WR,2.467174413529128
229,Jalen Guyton,rai,WR,2.4471396025089502
230,Pharaoh Brown,sea,TE,2.438121628368248
231,Sterling Shepard,tam,WR,2.4310503528213814
232,Brandon Johnson,den,WR,2.41857462605496
233,Trenton Irwin,cin,WR,2.411162613324213
234,Ross Dwelley,atl,TE,2.4022244918584046
235,Chase Claypool,buf,WR,2.396871371278713
236,Jamison Crowder,was,WR,2.382421579166131
237,David Njoku,cle,TE,2.369788316790045
238,MyCole Pruitt,pit,TE,2.3659941970409664
239,Colby Parkinson,ram,TE,2.3632601873706727
240,Nelson Agholor,rav,WR,2.3631117860004753
241,Michael Mayer,rai,TE,2.3259968108183253
242,Albert Okwuegbunam,phi,TE,2.318641271453975
243,C.J. Uzomah,phi,TE,2.315923771259979
244,Dawson Knox,buf,TE,2.3061601406095846
245,Mike Gesicki,cin,TE,2.303753916531041
246,Lucas Krull,den,TE,2.2859182593115963
247,Mo Alie-Cox,clt,TE,2.278584910204192
248,Hayden Hurst,sdg,TE,2.2734827982997494
249,Harrison Bryant,rai,TE,2.2692182088913326
250,Damiere Byrd,was,WR,2.2591827575032215
251,Jalen Tolbert,dal,WR,2.244269036655707
252,Andrew Ogletree,clt,TE,2.235663243843455
253,River Cracraft,mia,WR,2.204494022552732
254,Pat Freiermuth,pit,TE,2.1931532151328046
255,Eric Tomlinson,clt,TE,2.182690846940109
256,Nick Westbrook-Ikhine,oti,WR,2.1732771452050517
257,Josh Reynolds,den,WR,2.1638180703296044
258,Tyler Boyd,oti,WR,2.15589042511288
259,Devin Duvernay,jax,WR,2.1452595757694266
260,Andrei Iosivas,cin,WR,2.1287820687211916
261,Luke Schoonmaker,dal,TE,2.1275238717116176
262,David Bell,cle,WR,2.115041165835266
263,David Moore,car,WR,2.1112184760311345
264,A.T. Perry,nor,WR,2.1014315080397092
265,Olamide Zaccheaus,was,WR,2.069498683147349
266,Cade Otton,tam,TE,2.0649412677530097
267,Adam Trautman,den,TE,2.0502679567543938
268,Josh Whyle,oti,TE,2.0286469617706357
269,Quintin Morris,buf,TE,2.0229911724456167
270,Tommy Tremble,car,TE,2.0208680024517145
271,Quez Watkins,pit,WR,2.0157556925457443
272,Scott Miller,pit,WR,2.004056652727614
273,Devin Asiasi,oti,TE,2.0005049144472618
274,Jelani Woods,clt,TE,1.9934278534886314
275,Ko Kieft,tam,TE,1.9873260218118585
276,Lawrence Cager,nyg,WR,1.9748759367057047
277,Isaiah Hodgins,nyg,WR,1.9428073933087133
278,Donald Parham,sdg,TE,1.9013550442440805
279,Juwan Johnson,nor,WR,1.845379271944414
