,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,player_id,season,player_display_name,team,GP,position,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd,rb,wrte,receiving_AV,rushing_AV,YearsBack
1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,00-0035250,2023,Devin Singletary,htx,17,RB,REG,216,898.0,4,1.0,0.0,40.0,-16.57968231601304,0,30,38,193.0,0,0.0,0.0,5.0,223.0,7.0,-5.253562047872053,0,-106.15,1.1711073922072894,-0.0032338237903044,1.754397411657721,0.0,137.34,17,0.0641891891891891,0.0009658103148541,0.1125126135216952,0.0970564320356671,0.0421581476627348,0.0,0.0325581395348837,0.0289256198347107,0.0210790738313674,0.0337265181301878,0.3260135135135135,0.111811949593083,25.0,ACT,4.157407407407407,52.8235294117647,12.705882352941176,6.433333333333334,1.7647058823529411,5.078947368421052,78.94736842105263,246,4.434959349593496,4,9.178044023404848,33.571883786316775,1.55268956883756,5.004179437169127,1
1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,00-0035261,2019,Tony Pollard,dal,14,RB,REG,86,455.0,2,1.0,1.0,21.0,-1.8073819452547468,1,15,20,107.0,1,0.0,0.0,-18.0,135.0,4.0,-2.7670475654320903,0,-39.46071428571429,0.6092747705142663,-0.0927296968147295,0.8490013680010888,0.0,74.2,14,0.0388349514563106,-0.00376254180602,0.0764006791171477,0.0552423937396499,0.0246260069044879,0.0344827586206896,0.0196078431372549,0.0214592274678111,0.0295543827625887,0.0265973572477282,0.2077669902912621,0.0592336808553024,22.0,ACT,5.290697674418604,32.5,6.142857142857143,7.133333333333334,1.0714285714285714,5.35,75.0,101,5.564356435643564,3,12.615725275527184,41.01207525691135,0.9236565044179152,2.66611936849274,5
1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,00-0035261,2020,Tony Pollard,dal,16,RB,REG,101,435.0,4,0.0,0.0,23.0,-2.53819094132632,0,28,40,193.0,1,0.0,0.0,-14.0,232.0,9.0,-4.468342437488797,0,-1.9228937728937725,1.1103422996023404,-0.0537855045922457,1.6278635961889387,0.0,92.8,16,0.0625978090766823,-0.0029486099410278,0.1126213592233009,0.0915378256622012,0.0427843050321436,0.04,0.0389610389610389,0.0390625,0.0413921525160718,0.0422274440257149,0.3020344287949921,0.0794036835947257,23.0,ACT,4.306930693069307,27.1875,6.3125,6.892857142857143,1.75,4.825,70.0,129,4.868217054263566,5,9.17173135071069,31.191483069114696,1.4467570853975331,2.2313775937131712,4
1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,00-0035261,2021,Tony Pollard,dal,15,RB,REG,130,719.0,2,0.0,0.0,35.0,12.881215973103922,0,39,46,337.0,0,2.0,0.0,8.0,341.0,15.0,7.833317495831505,0,-20.9654970760234,1.2138607375638133,0.0303251891000565,1.84201873871576,1.0,123.6,15,0.0793103448275862,0.0017331022530329,0.1644165863066538,0.1203519990438056,0.0757814256802338,0.0,0.0669642857142857,0.0581395348837209,0.0378907128401169,0.0606251405441871,0.5810344827586207,0.1002973143019282,24.0,ACT,5.530769230769231,47.93333333333333,8.666666666666666,8.64102564102564,2.6,7.326086956521739,84.78260869565217,169,6.248520710059172,2,11.875787319074222,39.47172076398007,2.771243728637768,4.029585220582523,3
1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,00-0035261,2022,Tony Pollard,dal,16,RB,REG,193,1007.0,9,0.0,0.0,46.0,4.520954054623515,0,39,55,371.0,3,0.0,0.0,75.0,347.0,18.0,6.240905504866462,0,56.29594914889033,1.6869245442247964,0.3073340328720321,2.745520639347617,0.0,209.8,16,0.1067961165048543,0.0180158539514773,0.2285902503293807,0.1746068579184633,0.1022320198401763,0.1153846153846153,0.1011235955056179,0.1029411764705882,0.1088083176123958,0.1048625389490641,0.7203883495145631,0.1755623923904146,25.0,ACT,5.217616580310881,62.9375,12.0625,9.512820512820513,2.4375,6.745454545454545,70.9090909090909,232,5.939655172413793,12,14.752503148988342,37.29255145065023,3.703302084633629,6.4646521631989815,2
1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484,00-0035261,2023,Tony Pollard,dal,17,RB,REG,252,1005.0,6,1.0,1.0,56.0,-17.861171165082347,1,55,67,311.0,0,2.0,0.0,27.0,321.0,12.0,-4.405461841042866,0,30.29642857142857,1.9430290708231883,0.1101775640159632,2.991667901045957,0.0,167.60000000000002,17,0.1091205211726384,0.0056320400500625,0.1571218795888399,0.1681864137990077,0.0667381974248927,0.0,0.0524017467248908,0.0452830188679245,0.0333690987124463,0.0533905579399141,0.506514657980456,0.1302973542495902,26.0,ACT,3.988095238095238,59.11764705882353,14.823529411764708,5.654545454545454,3.235294117647059,4.641791044776119,82.08955223880598,307,4.286644951140065,6,13.925773621831878,46.71657254148943,3.3042651945424635,7.289272130177624,1
1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,00-0035268,2019,Ryquell Armstead,jax,14,RB,REG,35,108.0,0,0.0,0.0,5.0,-9.097842070652405,0,14,24,144.0,2,0.0,0.0,44.0,112.0,9.0,2.530543811037205,0,6.535338345864662,0.6132482875474866,0.143178117592271,1.0200971136358197,0.0,37.2,14,0.0456273764258555,0.0108776266996291,0.0656121851200937,0.0771431659984866,0.0399334442595673,0.0952380952380952,0.0545454545454545,0.0591397849462365,0.0675857697488313,0.0509943744552729,0.2737642585551331,0.0431143372012732,22.0,ACT,3.085714285714286,7.714285714285714,2.5,10.285714285714286,1.0,6.0,58.333333333333336,49,5.142857142857143,2,8.476365344745767,27.49982318238048,1.0531847176230822,0.5359762630167113,5
1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,00-0035268,2021,Ryquell Armstead,jax,2,RB,REG,15,80.0,0,0.0,0.0,3.0,1.6966322271618992,0,3,4,16.0,0,0.0,0.0,0.0,20.0,1.0,-5.900071902608033,0,-0.5714285714285715,0.1394230769230769,0.0035822805053574,0.2116422117383656,0.0,9.6,2,0.0677966101694915,0.0,0.1156069364161849,0.1016949152542373,0.0384615384615384,0.0,0.0526315789473684,0.0454545454545454,0.0192307692307692,0.0307692307692307,0.2711864406779661,0.0897819581017528,24.0,ACT,5.333333333333333,40.0,7.5,5.333333333333333,1.5,4.0,75.0,18,5.333333333333333,0,7.354359515884054,21.630346586103965,0.1007233834044422,0.3352414594135182,3
1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,00-0035273,2019,Qadree Ollison,atl,6,RB,REG,22,50.0,4,1.0,0.0,6.0,0.2777758529991843,0,1,2,7.0,0,0.0,0.0,3.0,3.0,1.0,0.0072995944647118,0,1.75,0.0511259890444309,0.0042647216849344,0.0796742887461005,0.0,29.7,6,0.0078125,0.0014272121788772,0.0045317220543806,0.0128605197431018,0.003763440860215,0.0,0.0104166666666666,0.0096153846153846,0.0018817204301075,0.003010752688172,0.02734375,0.051209341117598,22.0,ACT,2.272727272727273,8.333333333333334,3.6666666666666665,7.0,0.1666666666666666,3.5,50.0,23,2.4782608695652173,4,7.906975738437613,38.07359077532534,0.0565369400566986,0.2904840462320945,5
1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,00-0035273,2020,Qadree Ollison,atl,1,RB,REG,1,3.0,0,0.0,0.0,1.0,0.7339210369391367,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0035953978906999,23.0,INA,3.0,3.0,1.0,,0.0,,,1,3.0,0,8.616836248481647,34.88871196801193,0.0,0.0168737002254862,4
1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,00-0035273,2021,Qadree Ollison,atl,6,RB,REG,21,105.0,1,1.0,1.0,7.0,-4.715630086429883,0,4,6,12.0,0,0.0,0.0,10.0,7.0,1.0,-4.134114332846366,0,3.333333333333333,0.1873655913978494,0.0476511002089476,0.3144041572430375,0.0,15.7,6,0.0317460317460317,0.0068493150684931,0.0124555160142348,0.0530984996738421,0.0092735703245749,0.0,0.0175438596491228,0.0166666666666666,0.0046367851622874,0.0074188562596599,0.0634920634920634,0.0511608580480964,24.0,ACT,5.0,17.5,3.5,3.0,0.6666666666666666,2.0,66.66666666666666,25,4.68,1,7.440980024517043,27.45158928533689,0.0887204609275633,0.5384582374736661,3
1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,00-0035275,2019,Jordan Scarlett,car,1,RB,REG,4,9.0,0,0.0,0.0,0.0,-4.493010165751912,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0160370634354953,24.0,RES,2.25,9.0,4.0,,0.0,,,4,2.25,0,9.634667387464631,28.921794203973523,0.0,0.0476701519995501,5
1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,00-0035291,2020,Trayveon Williams,cin,6,RB,REG,26,157.0,0,1.0,1.0,5.0,-14.436734499235172,0,5,5,30.0,0,0.0,0.0,-11.0,41.0,1.0,-0.4115804738248698,0,-13.928571428571429,0.1659844054580896,-0.0672766829922009,0.2018829300925938,0.0,16.700000000000003,6,0.0279329608938547,-0.0080822924320352,0.0714285714285714,0.0354336073951539,0.0278035217794253,0.0,0.0192307692307692,0.0172413793103448,0.0139017608897126,0.0222428174235403,0.1675977653631284,0.0534667126595377,22.0,ACT,6.038461538461538,26.166666666666668,4.333333333333333,6.0,0.8333333333333334,6.0,100.0,31,6.032258064516129,0,8.131653727867375,25.022748960940184,0.2177153331868345,0.7653894695894352,4
1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492,00-0035291,2021,Trayveon Williams,cin,2,RB,REG,15,51.0,0,0.0,0.0,4.0,-0.2118360549793578,0,1,2,4.0,0,0.0,0.0,-7.0,11.0,0.0,-0.6902852147508365,0,-0.5714285714285714,0.0689655172413793,-0.0426829268292682,0.0735702270815811,0.0,5.5,2,0.0338983050847457,-0.0179948586118251,0.044,0.0364515707376584,0.0096618357487922,0.0,0.0,0.0,0.0048309178743961,0.0077294685990338,0.0677966101694915,0.0398626272537716,23.0,INA,3.4,25.5,7.5,4.0,0.5,2.0,50.0,16,3.4375,0,10.59044691281828,38.65727010192306,0.0351190280280927,0.3100532678264823,3
1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,00-0035291,2022,Trayveon Williams,cin,4,RB,REG,6,30.0,0,0.0,0.0,1.0,-0.6134818562422879,0,2,3,30.0,0,0.0,0.0,20.0,8.0,1.0,1.588026122044539,0,2.5,0.0860548048048048,0.0824200593441329,0.1867762487481002,0.0,6.0,4,0.0214285714285714,0.0199203187250996,0.0161943319838056,0.0480791121229368,0.0260869565217391,0.0,0.0181818181818181,0.015625,0.0130434782608695,0.0208695652173913,0.2142857142857142,0.0201106083459024,24.0,ACT,5.0,7.5,1.5,15.0,0.5,10.0,66.66666666666666,8,7.5,0,10.483809554820288,41.49487829866578,0.2935958370188616,0.205833957228147,2
1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,00-0035291,2023,Trayveon Williams,cin,14,RB,REG,15,69.0,0,0.0,0.0,2.0,-2.0943662159261294,0,7,9,10.0,0,0.0,0.0,-28.0,35.0,0.0,-7.627276058227474,0,-1.0303030303030305,0.2425441949354992,-0.1192871250011673,0.2803153049024318,0.0,7.9,14,0.0177165354330708,-0.008363201911589,0.01900108577633,0.019884241620335,0.0029868578255675,0.0,0.0,0.0,0.0014934289127837,0.002389486260454,0.0196850393700787,0.0122591367593095,25.0,ACT,4.6,4.928571428571429,1.0714285714285714,1.4285714285714286,0.5,1.1111111111111112,77.77777777777779,22,3.590909090909091,0,9.03730309853512,33.24890364359195,0.0853630388795685,0.4083653659455948,1
1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,00-0035304,2020,Cullen Gillaspia,htx,1,RB,REG,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,6.0,0,0.0,0.0,-2.0,8.0,0.0,-0.2235163457226008,0,-3.0,0.037037037037037,-0.0070175438596491,0.0506432748538011,0.0,0.6000000000000001,1,0.037037037037037,-0.0070175438596491,0.0975609756097561,0.0499415204678362,0.0227272727272727,0.0,0.0,0.0,0.0113636363636363,0.0181818181818181,0.2222222222222222,0.019309678976587,25.0,RES,,0.0,0.0,6.0,1.0,6.0,100.0,1,6.0,0,8.38250051853197,36.522834418507024,0.0482893359433764,0.0,4
1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,00-0035310,2020,Chandler Cox,mia,2,RB,REG,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,9.0,0,0.0,0.0,2.0,7.0,1.0,0.5431985650211573,0,3.0,0.0592592592592592,0.0077821011673151,0.0943363597060095,0.0,0.9000000000000001,2,0.0273972602739726,0.0032840722495894,0.0249110320284697,0.0437231482106304,0.0135338345864661,0.0,0.0344827586206896,0.03125,0.006766917293233,0.0108270676691729,0.1232876712328767,0.0140913508260447,24.0,DEV,,0.0,0.0,4.5,1.0,4.5,100.0,2,4.5,0,9.588187119768556,31.24848430259496,0.0752773979452234,0.0,4
1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,00-0035311,2019,Myles Gaskin,mia,7,RB,REG,36,133.0,1,0.0,0.0,7.0,-2.457268614328381,0,7,12,51.0,0,0.0,0.0,2.0,46.0,2.0,-1.8316574638496408,0,-2.666666666666666,0.2941242364069518,-0.0047396623430606,0.4378685909702852,0.0,24.4,7,0.0418118466898954,0.0008410428931875,0.0625850340136054,0.0633906043493932,0.0253101736972704,0.0,0.0192307692307692,0.0172413793103448,0.0126550868486352,0.0202481389578163,0.1777003484320557,0.0472180451127819,22.0,RES,3.6944444444444446,19.0,5.142857142857143,7.285714285714286,1.0,4.25,58.333333333333336,43,4.27906976744186,1,6.246902619966049,28.735241138134736,0.385251655637453,0.7187180349960939,5
1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,00-0035311,2020,Myles Gaskin,mia,10,RB,REG,142,584.0,3,2.0,2.0,27.0,-24.41188871942597,0,41,47,388.0,2,0.0,0.0,10.0,388.0,12.0,17.73215911107697,0,-56.34444444444445,1.5046757928495615,0.0667235894308871,2.303720201875964,0.0,123.2,10,0.1327683615819209,0.0038080731150038,0.3307757885763001,0.2021990008648844,0.1491160645657187,0.1333333333333333,0.0909090909090909,0.0952380952380952,0.141224698949526,0.1459595183192416,1.0960451977401129,0.1832834754654641,23.0,ACT,4.112676056338028,58.4,14.2,9.46341463414634,4.1,8.25531914893617,87.2340425531915,183,5.311475409836065,5,9.588187119768556,31.24848430259496,3.2452922669718536,3.317240093569216,4
1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,00-0035311,2021,Myles Gaskin,mia,17,RB,REG,173,612.0,3,2.0,1.0,25.0,-28.634547220778195,0,49,63,234.0,4,0.0,0.0,32.0,250.0,13.0,-6.788066962198538,0,20.549386724386725,1.7513980734782146,0.1055244578916678,2.7009642307414894,0.0,124.6,17,0.1024390243902439,0.0071540353230494,0.144927536231884,0.1593817648438053,0.0594512195121951,0.1904761904761904,0.0631067961165048,0.0748898678414096,0.1249637049941927,0.0856562137049942,0.3804878048780488,0.1271012710127101,24.0,ACT,3.53757225433526,36.0,10.176470588235292,4.775510204081633,2.8823529411764706,3.7142857142857135,77.77777777777779,222,3.810810810810811,7,7.624727299287749,25.942369864361595,1.662699136746265,2.975977746915882,3
1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,00-0035311,2022,Myles Gaskin,mia,2,RB,REG,10,26.0,0,0.0,0.0,2.0,-4.994772034930065,0,4,6,28.0,0,0.0,0.0,17.0,20.0,0.0,-4.269892948854249,0,3.0476190476190474,0.1825657894736842,0.0697149477637282,0.3226491476451361,0.0,5.4,2,0.08,0.0247093023255813,0.130718954248366,0.1397674418604651,0.0594479830148619,0.0,0.0,0.0,0.0297239915074309,0.0475583864118896,0.3733333333333333,0.062566560170394,25.0,RES,2.6,13.0,5.0,7.0,2.0,4.666666666666667,66.66666666666666,14,3.857142857142857,0,9.7177270205265,37.261708867719655,0.2312852689638994,0.1498581865561619,2
1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501,00-0035342,2019,Patrick Laird,mia,8,RB,REG,62,168.0,1,0.0,0.0,9.0,-21.75140933646469,0,23,30,204.0,0,0.0,0.0,42.0,176.0,13.0,4.960770534184939,1,5.735507246376811,0.7495431837914659,0.1491801622651374,1.2287408892727951,0.0,45.2,8,0.0906344410876132,0.0149786019971469,0.2011428571428571,0.1479345432291374,0.086624203821656,0.0,0.1056910569105691,0.0955882352941176,0.043312101910828,0.0692993630573248,0.6163141993957704,0.0892787014007068,24.0,ACT,2.7096774193548385,21.0,7.75,8.869565217391305,2.875,6.8,76.66666666666667,85,4.376470588235295,1,6.246902619966049,28.735241138134736,1.5410066225498122,0.907854359995066,5
1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,1502,00-0035342,2020,Patrick Laird,mia,9,RB,REG,13,72.0,0,1.0,1.0,4.0,-0.4139071498648263,0,10,12,68.0,0,0.0,0.0,31.0,40.0,3.0,-0.1962841198163218,0,-19.29304029304029,0.3743515166587841,0.1629764187770469,0.675610768132109,0.0,12.0,9,0.0396039603960396,0.012879102617366,0.0495662949194547,0.0697092226879522,0.0336300692383778,0.0,0.0263157894736842,0.0236220472440944,0.0168150346191889,0.0269040553907022,0.2244224422442244,0.0299327872867288,25.0,ACT,5.538461538461538,8.0,1.4444444444444444,6.8,1.1111111111111112,5.666666666666667,83.33333333333334,23,6.086956521739131,0,9.588187119768556,31.24848430259496,0.568762562252799,0.4089748060564787,4
1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,00-0035342,2021,Patrick Laird,mia,3,RB,REG,1,4.0,0,0.0,0.0,0.0,-0.1482304646633565,0,3,3,17.0,0,0.0,0.0,-3.0,20.0,2.0,2.3697280166088603,0,-11.0,0.0866013071895424,-0.0102813852813852,0.122704991087344,0.0,2.1,3,0.0275229357798165,-0.0039525691699604,0.0511508951406649,0.0381223483337563,0.0214646464646464,0.0,0.0571428571428571,0.054054054054054,0.0107323232323232,0.0171717171717171,0.1559633027522936,0.0212340744441668,26.0,RES,4.0,1.3333333333333333,0.3333333333333333,5.666666666666667,1.0,5.666666666666667,100.0,4,5.25,0,7.624727299287749,25.942369864361595,0.1207943817294295,0.0194508349471626,3
1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,00-0035448,2021,Damarea Crockett,den,1,RB,REG,3,7.0,0,0.0,0.0,0.0,-0.8934330875651466,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0094722598105548,23.0,DEV,2.333333333333333,7.0,3.0,,0.0,,,3,2.333333333333333,0,11.13625179994042,30.21007392210352,0.0,0.0384956852343619,3
1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,00-0035489,2019,Wes Hills,det,1,RB,REG,10,21.0,2,0.0,0.0,3.0,0.3852812580298632,0,2,2,1.0,0,0.0,0.0,-2.0,3.0,0.0,-1.560600034892559,0,-0.5,0.0465116279069767,-0.0056497175141242,0.0658126396005781,0.0,14.2,1,0.0465116279069767,-0.0056497175141242,0.0434782608695652,0.0652476678491656,0.0038461538461538,,0.0,0.0,,,0.0232558139534883,0.2284908321579689,24.0,INA,2.1,21.0,10.0,0.5,2.0,0.5,100.0,12,1.8333333333333333,2,8.756728798786511,30.193045450469423,0.0077418065257613,0.111516861597645,5
1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,00-0035537,2019,Ty Johnson,det,15,RB,REG,63,273.0,0,0.0,0.0,11.0,-8.427035148771278,0,24,31,109.0,0,1.0,1.0,61.0,93.0,4.0,-10.5521849973503,0,2.5380008525149185,0.8779914024300491,0.1475044252034208,1.4202402012874684,0.0,36.2,15,0.0575139146567718,0.0118908382066276,0.0663338088445078,0.0957835425504598,0.0277919428862825,0.0,0.021505376344086,0.0186915887850467,0.0138959714431412,0.022233554309026,0.2022263450834879,0.045662100456621,21.0,ACT,4.333333333333333,18.2,4.2,4.541666666666667,1.6,3.5161290322580645,77.41935483870968,87,4.390804597701149,0,8.756728798786511,30.193045450469423,0.8438569113079916,1.449719200769386,5
1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,00-0035537,2020,Ty Johnson,nyj,10,RB,REG,54,254.0,1,0.0,0.0,11.0,0.9589756757195572,0,16,21,99.0,1,0.0,0.0,53.0,129.0,6.0,-3.108705483144149,0,-28.620833333333334,0.7658767158767159,0.1089018143095997,1.2250463438317936,0.0,47.3,10,0.067524115755627,0.0196660482374768,0.1296482412060301,0.1170190122234219,0.0501519756838905,0.0909090909090909,0.0631578947368421,0.0660377358490566,0.0705305332964907,0.0583033987289306,0.3183279742765273,0.0907709074222783,22.0,ACT,4.703703703703703,25.4,5.4,6.1875,1.6,4.714285714285714,76.19047619047619,70,5.042857142857143,2,7.497326196804168,19.28411679001454,0.6828067103760513,1.131503775394093,4
1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,00-0035537,2021,Ty Johnson,nyj,15,RB,REG,61,238.0,2,1.0,1.0,13.0,-11.261426961747087,0,34,55,372.0,2,0.0,0.0,127.0,334.0,20.0,6.274473486671923,0,-16.05660235358511,1.4593579587209218,0.4739433571166712,2.5207972880630525,0.0,83.0,15,0.0987432675044883,0.0308701993193971,0.1835164835164835,0.1728110607122502,0.1008950366151342,0.1052631578947368,0.1111111111111111,0.1105527638190954,0.1030790972549355,0.1017686608710547,0.6678635547576302,0.0982054424281085,23.0,ACT,3.901639344262295,15.866666666666667,4.066666666666666,10.941176470588236,2.2666666666666666,6.763636363636364,61.81818181818181,95,6.421052631578948,4,8.123256718090726,25.5734580944474,2.686621409526809,1.1597691055222514,3
1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,1509,00-0035537,2022,Ty Johnson,nyj,10,RB,REG,30,160.0,1,0.0,0.0,5.0,-4.094281139135319,0,12,24,88.0,0,0.0,0.0,48.0,73.0,3.0,-11.452373819895593,0,-10.3,0.6256316419542048,0.2415926892434641,1.107562345401732,0.0,30.8,10,0.0670391061452514,0.0167305681422098,0.0625535561268209,0.1139431137316449,0.0384951881014873,0.0,0.0277777777777777,0.0254237288135593,0.0192475940507436,0.0307961504811898,0.2458100558659217,0.059260079751883,24.0,ACT,5.333333333333333,16.0,3.0,7.333333333333333,1.2,3.6666666666666665,50.0,42,5.904761904761905,1,7.683638804819129,24.992818781371227,0.5907515586249443,0.72917094233159,2
1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,00-0035537,2023,Ty Johnson,buf,7,RB,REG,30,132.0,0,1.0,0.0,8.0,-0.7410380172077566,0,7,7,62.0,1,0.0,0.0,2.0,60.0,2.0,1.2649246439686976,0,8.55,0.2629539353677285,0.0013032282784484,0.3953431628465066,0.0,25.4,7,0.0299145299145299,0.0009852216748768,0.0741656365883807,0.0456599722116963,0.0376670716889428,0.1,0.0285714285714285,0.0375,0.0688335358444714,0.0501336573511543,0.2649572649572649,0.0513600913068289,25.0,ACT,4.4,18.857142857142858,4.285714285714286,8.857142857142858,1.0,8.857142857142858,100.0,37,5.243243243243243,1,14.131379258617716,40.15749796334152,0.5993656412439032,0.8432830298994297,1
