,player_id,season,player_display_name,team,GP,position,age,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,rrtd,fantasy_points,oline,qb,rb,wrte,dst
3031,00-0035298,2022,Scott Miller,tam,11,WR,25.0,REG,1,8.0,0,0.0,0.0,0,23,40,185.0,0,0.0,512.0,33.0,8.0,0,0.0,0,19.3,37.6033725524758,10.184148849722474,5.954243794807604,28.985654418440888,105.75812112895213
3032,00-0035298,2023,Scott Miller,atl,9,WR,26.0,REG,0,0.0,0,0.0,0.0,0,11,16,161.0,2,0.0,195.0,80.0,6.0,0,0.0,2,28.1,38.48003848003848,9.29379480144921,10.43068155508768,26.451569819509288,101.31859190107384
3033,00-0035308,2019,Tommy Sweeney,buf,5,TE,24.0,REG,0,0.0,0,0.0,0.0,0,8,13,114.0,0,0.0,118.0,38.0,4.0,0,0.0,0,11.4,38.0319071368157,9.122843384827044,10.550429391767134,25.965015787584665,141.37127969752405
3034,00-0035308,2021,Tommy Sweeney,buf,7,TE,26.0,REG,0,0.0,0,0.0,0.0,0,9,12,44.0,1,0.0,69.0,14.0,3.0,0,0.0,1,10.4,56.55583784380868,14.075954956702311,13.72871711756152,40.06233333830659,131.40227537071806
3035,00-0035308,2022,Tommy Sweeney,buf,1,TE,27.0,REG,0,0.0,0,0.0,0.0,0,1,1,7.0,0,0.0,-1.0,8.0,1.0,0,0.0,0,0.7000000000000001,59.22531177014938,14.623054771496909,14.827855772268082,41.61946358041428,114.40559622770994
3036,00-0035313,2020,Terry Godwin,jax,2,WR,23.0,REG,1,3.0,0,0.0,0.0,0,3,6,32.0,0,0.0,70.0,3.0,2.0,0,0.0,0,3.5,35.16076798519546,9.0713229757583,7.303217829318029,25.818380777158232,81.07922549975056
3037,00-0035329,2020,Donald Parham,sdg,10,TE,23.0,REG,0,0.0,0,0.0,0.0,0,10,20,159.0,3,0.0,175.0,56.0,8.0,0,0.0,3,33.9,43.79674608682242,11.29344121084162,9.119782954796062,32.142871138549225,92.26114399446531
3038,00-0035329,2021,Donald Parham,sdg,12,TE,24.0,REG,0,0.0,0,0.0,0.0,0,20,27,190.0,3,0.0,124.0,135.0,13.0,1,0.0,3,39.0,58.54412901800507,15.263269995272116,11.54807022440565,43.44161460192833,82.42067497007918
3039,00-0035329,2022,Donald Parham,sdg,6,TE,25.0,REG,0,0.0,0,0.0,0.0,0,10,12,130.0,1,0.0,124.0,42.0,5.0,0,0.0,1,19.0,47.239236769047714,12.552066956092602,8.4099035225011,35.72511364426356,95.8239089545787
3040,00-0035329,2023,Donald Parham,sdg,13,TE,26.0,REG,0,0.0,0,0.0,0.0,0,27,41,285.0,4,0.0,306.0,126.0,22.0,0,0.0,4,52.5,42.809042809042815,11.027398485158802,8.957780274086758,31.385672611605816,93.55828349753472
3041,00-0035341,2020,Trenton Irwin,cin,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,1,2,5.0,0,0.0,12.0,1.0,0.0,0,0.0,0,0.5,34.955149458966254,8.791776661951957,8.131653727867375,25.022748960940184,96.10628900084144
3042,00-0035341,2021,Trenton Irwin,cin,2,WR,25.0,REG,0,0.0,0,0.0,0.0,0,2,5,34.0,0,0.0,86.0,5.0,1.0,0,0.0,0,3.4,52.3583342538385,13.58228408986486,10.59044691281828,38.65727010192306,109.00372732371328
3043,00-0035341,2022,Trenton Irwin,cin,9,WR,26.0,REG,1,11.0,0,0.0,1.0,0,15,23,231.0,4,0.0,259.0,59.0,12.0,0,0.0,4,48.2,55.464974514901805,14.579281564396087,10.483809554820288,41.49487829866578,108.55102610052263
3044,00-0035341,2023,Trenton Irwin,cin,10,WR,27.0,REG,0,0.0,0,0.0,0.0,0,25,32,316.0,1,0.0,337.0,110.0,15.0,0,0.0,1,37.6,44.973544973544975,11.682047226126905,9.03730309853512,33.24890364359195,93.55828349753472
3045,00-0035345,2021,Chris Myarick,nyg,4,TE,25.0,REG,0,0.0,0,0.0,0.0,0,3,6,17.0,1,0.0,13.0,8.0,2.0,0,0.0,1,7.699999999999999,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516
3046,00-0035345,2022,Chris Myarick,nyg,7,TE,26.0,REG,0,0.0,0,0.0,0.0,0,7,8,65.0,1,0.0,23.0,38.0,5.0,0,0.0,1,12.5,45.82911029832988,10.525543821150809,14.512071507415838,29.957317029429216,96.82459677419357
3047,00-0035350,2019,Preston Williams,mia,8,WR,22.0,REG,0,0.0,0,0.0,0.0,0,32,60,428.0,3,1.0,841.0,61.0,24.0,0,0.0,3,58.8,37.565257969492805,10.096165805290584,6.246902619966049,28.735241138134736,72.56789428369773
3048,00-0035350,2020,Preston Williams,mia,8,WR,23.0,REG,0,0.0,0,0.0,0.0,0,18,35,288.0,4,0.0,508.0,42.0,14.0,2,0.0,4,56.8,43.17989050813478,10.97919718739823,9.588187119768556,31.24848430259496,122.48552180077463
3049,00-0035350,2021,Preston Williams,mia,6,WR,24.0,REG,1,7.0,0,0.0,0.0,0,6,16,71.0,0,0.0,131.0,38.0,3.0,0,0.0,0,7.800000000000001,35.5683198939578,9.11488670910002,7.624727299287749,25.942369864361595,107.94172004190057
3050,00-0035356,2021,Tyree Jackson,phi,3,TE,23.0,REG,0,0.0,0,0.0,0.0,0,3,7,22.0,1,0.0,69.0,7.0,2.0,0,0.0,1,8.2,51.69557052910637,11.873834790002329,16.36608928876485,33.79476055616048,96.0371646901632
3051,00-0035359,2021,David Sills,nyg,4,WR,25.0,REG,0,0.0,0,0.0,0.0,0,2,6,17.0,0,0.0,58.0,2.0,1.0,0,0.0,0,1.7000000000000002,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516
3052,00-0035359,2022,David Sills,nyg,7,WR,26.0,REG,0,0.0,0,0.0,0.0,0,11,17,106.0,0,0.0,133.0,40.0,7.0,0,0.0,0,10.6,45.82911029832988,10.525543821150809,14.512071507415838,29.957317029429216,96.82459677419357
3053,00-0035374,2019,Michael Walker,jax,2,WR,22.0,REG,0,0.0,0,0.0,0.0,0,2,3,15.0,0,0.0,12.0,7.0,1.0,0,0.0,0,1.5,38.0319071368157,9.6621000370526,8.476365344745767,27.49982318238048,91.3577989461644
3054,00-0035399,2019,Stanley Morgan,cin,5,WR,22.0,REG,0,0.0,0,0.0,0.0,0,3,10,18.0,0,0.0,66.0,10.0,0.0,0,0.0,0,1.8000000000000005,34.76536296555546,8.954007888855841,7.279943678451776,25.48448399135893,92.30883248968878
3055,00-0035399,2021,Stanley Morgan,cin,3,WR,24.0,REG,1,3.0,0,0.0,0.0,0,2,4,11.0,0,0.0,32.0,20.0,0.0,0,0.0,0,1.4,52.3583342538385,13.58228408986486,10.59044691281828,38.65727010192306,109.00372732371328
3056,00-0035399,2022,Stanley Morgan,cin,1,WR,25.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,55.464974514901805,14.579281564396087,10.483809554820288,41.49487829866578,108.55102610052263
3057,00-0035401,2019,Damion Willis,cin,7,WR,22.0,REG,0,0.0,0,0.0,0.0,0,9,16,82.0,0,0.0,179.0,16.0,3.0,0,0.0,0,8.2,34.76536296555546,8.954007888855841,7.279943678451776,25.48448399135893,92.30883248968878
3058,00-0035406,2019,Lil'Jordan Humphrey,nor,1,WR,21.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,15.0,0.0,0.0,0,0.0,0,0.0,58.331145915361496,15.055340075636767,12.092220961369309,42.84981406142772,99.72719198218354
3059,00-0035406,2020,Lil'Jordan Humphrey,nor,2,WR,22.0,REG,0,0.0,0,0.0,0.0,0,3,5,46.0,1,0.0,53.0,10.0,3.0,0,0.0,1,10.6,54.900146503199935,13.298796116762365,14.73095997013854,37.85041971693903,113.68857648909754
3060,00-0035406,2021,Lil'Jordan Humphrey,nor,7,WR,23.0,REG,0,0.0,0,0.0,0.0,0,13,18,249.0,2,0.0,192.0,101.0,9.0,0,0.0,2,36.9,40.87042969181486,9.835638991647516,11.215134893072005,27.99374174545832,123.47111032505455
3061,00-0035406,2022,Lil'Jordan Humphrey,nwe,3,WR,24.0,REG,0,0.0,0,0.0,0.0,0,2,4,20.0,0,0.0,27.0,15.0,0.0,0,0.0,0,2.0,38.30843578783472,9.544341291418313,9.261117978408151,27.1646636755752,116.8594571536686
3062,00-0035406,2023,Lil'Jordan Humphrey,den,11,WR,25.0,REG,0,0.0,0,0.0,0.0,0,13,19,162.0,3,0.0,186.0,99.0,9.0,0,0.0,3,34.2,43.53054353054353,10.699695516730218,11.083977172305246,30.45297954761677,86.32309576639521
3063,00-0035414,2019,Jalen Guyton,sdg,1,WR,22.0,REG,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,75.0,0.0,0.0,0,0.0,0,0.0,48.06486423425788,12.79247191316528,8.476022030473766,36.409343137470415,97.6964620325636
3064,00-0035414,2020,Jalen Guyton,sdg,16,WR,23.0,REG,2,0.0,0,0.0,0.0,0,28,55,511.0,3,0.0,895.0,179.0,18.0,0,0.0,3,69.1,43.79674608682242,11.29344121084162,9.119782954796062,32.142871138549225,92.26114399446531
3065,00-0035414,2021,Jalen Guyton,sdg,16,WR,24.0,REG,7,34.0,0,0.0,2.0,0,31,48,448.0,3,0.0,503.0,149.0,21.0,0,0.0,3,66.2,58.54412901800507,15.263269995272116,11.54807022440565,43.44161460192833,82.42067497007918
3066,00-0035414,2022,Jalen Guyton,sdg,2,WR,25.0,REG,0,0.0,0,0.0,0.0,0,2,4,64.0,0,0.0,115.0,7.0,2.0,0,0.0,0,6.4,47.239236769047714,12.552066956092602,8.4099035225011,35.72511364426356,95.8239089545787
3067,00-0035414,2023,Jalen Guyton,sdg,7,WR,26.0,REG,0,0.0,0,0.0,0.0,0,10,21,89.0,1,0.0,218.0,32.0,6.0,0,0.0,1,14.900000000000002,42.809042809042815,11.027398485158802,8.957780274086758,31.385672611605816,93.55828349753472
3068,00-0035428,2021,Daniel Helm,rai,2,TE,26.0,REG,0,0.0,0,0.0,0.0,0,1,2,-1.0,0,0.0,1.0,2.0,0.0,0,0.0,0,-0.1,44.62609079863029,11.758604354600134,8.325907594509669,33.466797009246534,88.80461617983168
3069,00-0035432,2019,Jason Moore,sdg,4,WR,24.0,REG,0,0.0,0,0.0,0.0,0,2,5,43.0,0,0.0,119.0,6.0,2.0,0,0.0,0,4.3,48.06486423425788,12.79247191316528,8.476022030473766,36.409343137470415,97.6964620325636
3070,00-0035432,2021,Jason Moore,sdg,1,WR,26.0,REG,0,0.0,0,0.0,0.0,0,3,4,56.0,0,0.0,60.0,26.0,3.0,0,0.0,0,5.6000000000000005,58.54412901800507,15.263269995272116,11.54807022440565,43.44161460192833,82.42067497007918
3071,00-0035432,2022,Jason Moore,sdg,1,WR,27.0,REG,0,0.0,0,0.0,0.0,0,1,2,5.0,0,0.0,24.0,0.0,0.0,0,0.0,0,0.5,47.239236769047714,12.552066956092602,8.4099035225011,35.72511364426356,95.8239089545787
3072,00-0035457,2020,Tyron Johnson,sdg,11,WR,24.0,REG,3,17.0,0,0.0,0.0,0,20,26,398.0,3,0.0,534.0,59.0,15.0,0,0.0,3,59.50000000000001,43.79674608682242,11.29344121084162,9.119782954796062,32.142871138549225,92.26114399446531
3073,00-0035457,2021,Tyron Johnson,jax,4,WR,25.0,REG,0,0.0,0,0.0,0.0,0,2,5,16.0,0,0.0,102.0,9.0,1.0,0,0.0,0,1.6,30.487131337678115,7.599851503225718,7.354359515884054,21.630346586103965,83.25233943302158
3074,00-0035457,2022,Tyron Johnson,htx,1,WR,26.0,REG,0,0.0,0,0.0,0.0,0,1,1,8.0,0,0.0,-2.0,10.0,0.0,0,0.0,0,0.8,33.608014218775246,8.576472755613233,7.343183387094785,24.40996091982228,101.9810406894517
3075,00-0035480,2020,Malik Taylor,gnb,6,WR,24.0,REG,1,9.0,0,0.0,0.0,0,5,6,66.0,1,0.0,40.0,47.0,4.0,0,0.0,1,13.5,63.330506078597686,15.761098644514725,15.37699712310674,44.85851152669575,101.46574929757352
3076,00-0035480,2021,Malik Taylor,gnb,1,WR,25.0,REG,0,0.0,0,0.0,0.0,0,2,3,14.0,0,0.0,30.0,8.0,1.0,0,0.0,0,1.4,56.11399536065392,14.325133981388348,12.240125273598748,40.7715351777976,96.97671483261954
3077,00-0035480,2023,Malik Taylor,nyj,2,WR,27.0,REG,0,0.0,0,0.0,0.0,0,2,4,13.0,0,0.0,89.0,7.0,0.0,0,0.0,0,1.3000000000000005,27.176527176527173,6.660518292581368,6.994454563442738,18.956859755808505,117.72524610451484
3078,00-0035500,2021,Greg Dortch,crd,2,WR,23.0,REG,1,24.0,0,0.0,1.0,0,3,3,15.0,0,0.0,-16.0,31.0,0.0,0,0.0,0,3.9,54.3466254280349,13.661074494653189,12.673356303437316,38.88151971555138,104.31676935404508
3079,00-0035500,2022,Greg Dortch,crd,11,WR,24.0,REG,7,44.0,0,0.0,3.0,0,52,64,467.0,2,0.0,316.0,293.0,19.0,0,0.0,2,63.1,38.778477944740665,9.648578870430956,9.424254801262054,27.4613398619958,82.25586316047277
3080,00-0035500,2023,Greg Dortch,crd,9,WR,25.0,REG,1,5.0,0,0.0,0.0,0,24,41,280.0,2,0.0,383.0,152.0,14.0,0,0.0,2,40.5,44.01154401154402,10.226500800470667,13.48115742742717,29.10619458595498,71.786433788545
3081,00-0035510,2019,Jeff Smith,nyj,1,WR,22.0,REG,0,0.0,0,0.0,0.0,0,1,2,12.0,0,0.0,48.0,0.0,1.0,0,0.0,0,1.2000000000000002,28.69892379035786,7.421940596146563,5.892783178634958,21.123984773647912,108.8603455128402
3082,00-0035510,2020,Jeff Smith,nyj,8,WR,23.0,REG,0,0.0,0,0.0,0.0,0,17,37,167.0,0,0.0,468.0,49.0,9.0,0,0.0,0,16.7,27.964119567173004,6.7755004937888925,7.497326196804168,19.28411679001454,88.9540292594336
3083,00-0035510,2021,Jeff Smith,nyj,8,WR,24.0,REG,1,-1.0,0,0.0,0.0,0,8,17,113.0,0,0.0,192.0,15.0,6.0,0,0.0,0,11.2,35.5683198939578,8.985269060211246,8.123256718090726,25.573458094447396,73.61397401493348
3084,00-0035510,2022,Jeff Smith,nyj,7,WR,25.0,REG,0,0.0,0,0.0,0.0,0,8,11,134.0,0,0.0,144.0,37.0,5.0,0,0.0,0,13.4,34.54809853258714,8.781260652914215,7.683638804819129,24.992818781371227,120.67557487715956
3085,00-0035527,2019,Andy Isabella,crd,9,WR,22.0,REG,4,15.0,0,0.0,0.0,0,9,13,189.0,1,0.0,82.0,140.0,4.0,0,0.0,1,26.4,47.1315658996121,11.5223799396826,12.24103315767836,32.79446598217356,79.66242845563423
3086,00-0035527,2020,Andy Isabella,crd,11,WR,23.0,REG,1,-6.0,0,0.0,0.0,0,21,35,224.0,2,0.0,394.0,82.0,10.0,0,0.0,2,33.800000000000004,47.29226103271905,11.565523197235152,12.267931711435349,32.91725833059236,109.10095021147475
3087,00-0035527,2021,Andy Isabella,crd,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,1,1,13.0,0,0.0,6.0,7.0,1.0,0,0.0,0,1.3,54.3466254280349,13.661074494653189,12.673356303437316,38.88151971555138,104.31676935404508
3088,00-0035527,2022,Andy Isabella,rav,3,WR,25.0,REG,1,1.0,0,0.0,0.0,0,2,5,21.0,0,0.0,70.0,5.0,2.0,0,0.0,0,2.2,44.654004906065005,10.020197785587994,15.0455836350165,28.51902446667352,107.4238344022328
3089,00-0035529,2020,Hakeem Butler,phi,1,TE,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,3.0,0.0,0.0,0,0.0,0,0.0,34.132675354049404,8.252100907808135,9.22036077944338,23.48674873760777,105.68483543718162
3090,00-0035535,2019,Darius Slayton,nyg,14,WR,22.0,REG,0,0.0,0,0.0,0.0,0,48,84,740.0,8,0.0,1178.0,192.0,32.0,0,0.0,8,122.0,40.831802140753055,10.38287085233146,9.064043906090356,29.55124781048185,85.36536615958718
3091,00-0035535,2020,Darius Slayton,nyg,16,WR,23.0,REG,2,-1.0,0,0.0,0.0,0,50,96,751.0,3,1.0,1303.0,159.0,40.0,0,0.0,3,91.0,32.89896419667412,8.013650397928458,8.657024736284116,22.808081901796378,104.25786112158735
3092,00-0035535,2021,Darius Slayton,nyg,13,WR,24.0,REG,1,-13.0,0,0.0,0.0,0,26,58,339.0,2,1.0,773.0,65.0,14.0,0,0.0,2,42.6,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516
3093,00-0035535,2022,Darius Slayton,nyg,13,WR,25.0,REG,0,0.0,0,0.0,0.0,0,46,71,724.0,2,1.0,884.0,262.0,30.0,0,0.0,2,82.4,45.82911029832988,10.525543821150809,14.512071507415838,29.957317029429216,96.82459677419357
3094,00-0035535,2023,Darius Slayton,nyg,17,WR,26.0,REG,0,0.0,0,0.0,0.0,0,50,79,770.0,4,0.0,967.0,298.0,29.0,0,0.0,4,101.0,29.1005291005291,6.953972940527563,8.174585149375067,19.79207683073229,96.08075247488318
3095,00-0035539,2019,Isaac Nauta,det,2,TE,22.0,REG,0,0.0,0,0.0,0.0,0,2,3,13.0,0,0.0,4.0,8.0,1.0,0,0.0,0,1.3,41.29845130807595,10.608367320435203,8.756728798786511,30.193045450469423,86.26716856281018
3096,00-0035539,2020,Isaac Nauta,det,2,TE,23.0,REG,0,0.0,0,0.0,0.0,0,1,2,3.0,0,0.0,3.0,0.0,0.0,0,0.0,0,0.3,45.23607577042692,11.868525687267832,8.635115204251425,33.779650032993054,69.7630938670574
3097,00-0035544,2021,Tom Kennedy,det,6,WR,25.0,REG,0,0.0,0,0.0,0.0,0,6,10,54.0,0,0.0,77.0,17.0,2.0,0,0.0,0,12.4,39.98674472550535,9.924715243474868,9.812111964933871,28.247266462197697,78.74551464026203
3098,00-0035544,2022,Tom Kennedy,det,5,WR,26.0,REG,0,0.0,0,0.0,0.0,0,8,15,141.0,0,0.0,134.0,73.0,7.0,0,0.0,0,14.1,58.285227456337495,14.537797857239172,14.027665804377408,41.376809285988415,81.3758563133381
3099,00-0035547,2021,Joe Fortson,kan,4,TE,25.0,REG,0,0.0,0,0.0,0.0,0,5,5,47.0,2,0.0,38.0,9.0,3.0,0,0.0,2,16.7,59.86965646746934,15.460616203016633,12.379679287822327,44.003292270124255,96.0371646901632
3100,00-0035547,2022,Joe Fortson,kan,9,TE,26.0,REG,0,0.0,0,0.0,0.0,0,9,13,108.0,2,0.0,88.0,40.0,6.0,0,0.0,2,22.8,63.69071226075589,16.561418183112956,12.731092470164931,47.13634405962918,95.8239089545787
3101,00-0035548,2019,Ventell Bryant,dal,1,WR,23.0,REG,0,0.0,0,0.0,0.0,0,1,1,15.0,1,0.0,15.0,0.0,1.0,0,0.0,1,7.5,56.697873829731385,14.409648063239125,12.615725275527184,41.01207525691135,103.91728765593568
3102,00-0035553,2019,Charles Jones,jax,1,TE,23.0,REG,0,0.0,0,0.0,0.0,0,1,1,5.0,0,0.0,3.0,2.0,0.0,0,0.0,0,0.5,38.0319071368157,9.6621000370526,8.476365344745767,27.49982318238048,91.3577989461644
3103,00-0035562,2019,Jesper Horsted,chi,5,TE,22.0,REG,0,0.0,0,0.0,0.0,0,8,10,87.0,1,0.0,66.0,30.0,4.0,0,0.0,1,14.7,35.23201213287835,8.985752928581478,7.717826372602181,25.57483525827036,115.8945454604857
3104,00-0035562,2021,Jesper Horsted,chi,3,TE,24.0,REG,0,0.0,0,0.0,0.0,0,2,3,21.0,2,0.0,31.0,0.0,2.0,0,0.0,2,14.1,35.78924113553518,8.601978216159965,9.862557762026968,24.482553384455287,92.36065344058731
3105,00-0035562,2022,Jesper Horsted,rai,2,TE,25.0,REG,0,0.0,0,0.0,0.0,0,3,4,19.0,0,0.0,26.0,6.0,0.0,0,0.0,0,1.9,51.23459510274829,12.719684348311024,12.55965124517861,36.2021785298083,85.38692054406272
3106,00-0035562,2023,Jesper Horsted,rai,1,TE,26.0,REG,0,0.0,0,0.0,0.0,0,1,1,4.0,0,0.0,2.0,2.0,0.0,0,0.0,0,0.4,39.68253968253968,10.074641890976716,8.870424961444872,28.67398076662604,106.28237305231818
3107,00-0035572,2021,Parker Hesse,atl,4,TE,26.0,REG,0,0.0,0,0.0,0.0,0,5,6,43.0,0,0.0,22.0,21.0,3.0,0,0.0,0,4.300000000000001,37.114768584999446,9.645152992145396,7.440980024517043,27.45158928533689,79.55303560576462
3108,00-0035572,2022,Parker Hesse,atl,9,TE,27.0,REG,0,0.0,0,0.0,0.0,0,9,11,89.0,0,0.0,65.0,36.0,6.0,0,0.0,0,8.9,47.00421569059475,10.290064241937088,16.827888667417216,29.287105919359405,83.58781013387244
3109,00-0035590,2019,Riley Ridley,chi,3,WR,23.0,REG,0,0.0,0,0.0,0.0,0,6,7,69.0,0,0.0,62.0,15.0,4.0,0,0.0,0,6.9,35.23201213287835,8.985752928581478,7.717826372602181,25.57483525827036,115.8945454604857
3110,00-0035590,2020,Riley Ridley,chi,2,WR,24.0,REG,0,0.0,0,0.0,0.0,0,4,4,39.0,0,0.0,36.0,3.0,3.0,0,0.0,0,3.9,41.74056082453029,10.617652762659256,9.25154697920844,30.21947324756865,109.59939430021808
3111,00-0035592,2019,Travis Fulgham,det,2,WR,23.0,REG,0,0.0,0,0.0,0.0,0,0,3,0.0,0,0.0,66.0,0.0,0.0,0,0.0,0,0.0,41.29845130807595,10.608367320435203,8.756728798786511,30.193045450469423,86.26716856281018
3112,00-0035592,2020,Travis Fulgham,phi,12,WR,24.0,REG,0,0.0,0,0.0,0.0,0,38,67,539.0,4,0.0,803.0,100.0,26.0,0,0.0,4,77.9,34.132675354049404,8.252100907808135,9.22036077944338,23.48674873760777,105.68483543718162
3113,00-0035593,2021,Juwann Winfree,gnb,5,WR,24.0,REG,0,0.0,0,0.0,0.0,0,8,13,58.0,0,1.0,75.0,31.0,5.0,0,0.0,0,3.8,56.11399536065392,14.325133981388348,12.240125273598748,40.7715351777976,96.97671483261954
3114,00-0035593,2022,Juwann Winfree,gnb,3,WR,25.0,REG,0,0.0,0,0.0,0.0,0,1,4,17.0,0,0.0,52.0,5.0,1.0,0,0.0,0,1.7000000000000002,46.29915245523583,11.28627424774206,12.15023583958277,32.12247285895817,92.87772551592307
3115,00-0035593,2023,Juwann Winfree,clt,1,WR,26.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,26.0,0.0,0.0,0,0.0,0,0.0,44.01154401154402,10.795149021873916,11.294048883568536,30.72465490841037,93.55828349753472
3116,00-0035597,2019,John Ursua,sea,1,WR,25.0,REG,0,0.0,0,0.0,0.0,0,1,1,11.0,0,0.0,11.0,0.0,1.0,0,0.0,0,1.1,48.29818881791932,11.778778401644365,12.65483272902486,33.52421545083396,96.1994641107008
3117,00-0035602,2021,Alex Bachman,nyg,1,WR,25.0,REG,1,-3.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,-0.3,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516
3118,00-0035603,2021,Kendall Blanton,ram,4,TE,25.0,REG,0,0.0,0,0.0,0.0,0,4,7,37.0,0,0.0,43.0,13.0,2.0,0,0.0,0,3.7,55.230310394344414,14.5055381528518,10.485841116090995,41.284993204270506,110.62008282211109
3119,00-0035603,2022,Kendall Blanton,ram,2,TE,26.0,REG,0,0.0,0,0.0,0.0,0,2,2,35.0,0,0.0,12.0,23.0,1.0,0,0.0,0,3.5000000000000004,40.18860441545851,9.942150508633002,9.987284880730972,28.29688990918624,94.34059653302884
3120,00-0035621,2022,Nsimba Webster,chi,1,WR,26.0,REG,0,0.0,0,0.0,0.0,0,2,3,14.0,0,0.0,22.0,4.0,1.0,0,0.0,0,1.4,43.47889951380014,8.919765365046853,17.867889550995358,25.387024500517963,75.79958817292518
3121,00-0035624,2019,N'Keal Harry,nwe,7,WR,21.0,REG,5,49.0,0,0.0,4.0,0,12,24,105.0,2,0.0,224.0,42.0,7.0,0,0.0,2,27.4,45.96494298130487,11.777205911657225,9.86098576349959,33.51973990240902,174.0218996062992
3122,00-0035624,2020,N'Keal Harry,nwe,13,WR,22.0,REG,2,0.0,0,0.0,0.0,0,33,57,309.0,2,0.0,457.0,105.0,15.0,0,0.0,2,42.900000000000006,39.47875703600895,9.035910104612396,12.62100804085537,25.71759029774297,102.38758911497492
3123,00-0035624,2021,N'Keal Harry,nwe,9,WR,23.0,REG,0,0.0,0,0.0,0.0,0,12,22,184.0,0,0.0,327.0,25.0,7.0,0,0.0,0,18.4,56.11399536065392,13.780585120565997,14.33454396906934,39.22166534314937,128.00387639366102
3124,00-0035624,2022,N'Keal Harry,chi,6,WR,24.0,REG,0,0.0,0,0.0,0.0,0,7,9,116.0,1,0.0,153.0,16.0,4.0,0,0.0,1,17.6,43.47889951380014,8.919765365046853,17.867889550995358,25.387024500517963,75.79958817292518
3125,00-0035631,2019,Drew Sample,cin,4,TE,23.0,REG,0,0.0,0,0.0,0.0,0,5,6,30.0,0,0.0,42.0,13.0,1.0,0,0.0,0,3.0,34.76536296555546,8.954007888855841,7.279943678451776,25.48448399135893,92.30883248968878
3126,00-0035631,2020,Drew Sample,cin,16,TE,24.0,REG,0,0.0,0,0.0,0.0,0,40,53,349.0,1,1.0,222.0,198.0,16.0,0,0.0,1,38.9,34.955149458966254,8.791776661951957,8.131653727867375,25.022748960940184,96.10628900084144
3127,00-0035631,2021,Drew Sample,cin,8,TE,25.0,REG,0,0.0,0,0.0,0.0,0,11,15,81.0,0,0.0,35.0,82.0,3.0,0,0.0,0,8.1,52.3583342538385,13.58228408986486,10.59044691281828,38.65727010192306,109.00372732371328
3128,00-0035631,2022,Drew Sample,cin,2,TE,26.0,REG,0,0.0,0,0.0,0.0,0,2,2,-2.0,0,0.0,-2.0,0.0,0.0,0,0.0,0,-0.2,55.464974514901805,14.579281564396087,10.483809554820288,41.49487829866578,108.55102610052263
3129,00-0035631,2023,Drew Sample,cin,14,TE,27.0,REG,0,0.0,0,0.0,0.0,0,22,27,163.0,2,0.0,29.0,173.0,9.0,0,0.0,2,28.3,44.973544973544975,11.682047226126905,9.03730309853512,33.24890364359195,93.55828349753472
3130,00-0035639,2019,Parris Campbell,clt,7,WR,22.0,REG,4,34.0,0,0.0,1.0,0,18,24,127.0,1,1.0,188.0,106.0,6.0,0,0.0,1,20.1,47.1315658996121,11.149541633373232,13.675026643483625,31.733310802677657,95.21332277989934
3131,00-0035639,2020,Parris Campbell,clt,2,WR,23.0,REG,2,16.0,0,0.0,2.0,0,6,9,71.0,0,0.0,107.0,18.0,4.0,0,0.0,0,8.7,48.52597219009433,12.169622532947995,11.42492611677475,34.63661797839045,109.59939430021808
3132,00-0035639,2021,Parris Campbell,clt,6,WR,24.0,REG,0,0.0,0,0.0,0.0,0,10,20,162.0,1,0.0,334.0,17.0,7.0,0,0.0,1,22.200000000000003,52.80017673699326,12.257476256403883,16.216072636684668,34.88666319130336,103.30592208230456
3133,00-0035639,2022,Parris Campbell,clt,17,WR,25.0,REG,5,58.0,0,0.0,2.0,0,63,91,623.0,3,0.0,582.0,276.0,32.0,0,0.0,3,86.10000000000001,32.66792990496335,8.057890728559673,8.209628468418815,22.933996688977533,96.82459677419357
3134,00-0035639,2023,Parris Campbell,nyg,8,WR,26.0,REG,0,0.0,0,0.0,0.0,0,20,27,104.0,0,0.0,91.0,65.0,2.0,0,0.0,0,10.4,29.1005291005291,6.953972940527563,8.174585149375067,19.79207683073229,96.08075247488318
