,season,season_type,player_display_name,player_position_x,team_abbr_x,avg_cushion / game,avg_separation / game,avg_intended_air_yards / game,percent_share_of_intended_air_yards / game,receptions / game,targets / game,catch_percentage / game,yards / game,rec_touchdowns / game,avg_yac / game,avg_expected_yac / game,avg_yac_above_expectation / game,player_position_y,team_abbr_y,efficiency / game,percent_attempts_gte_eight_defenders / game,avg_time_to_los / game,rush_attempts / game,rush_yards / game,expected_rush_yards / game,rush_yards_over_expected / game,avg_rush_yards / game,rush_yards_over_expected_per_att / game,rush_pct_over_expected / game,rush_touchdowns / game,player_id,team,GP,position,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd,team_rush_yards,rb,team_receiving_yards,wrte,AV
1387,2021,REG,Cam Sims,WR,WAS,9.2825,1.4043918452263011,11.233999999999998,34.87953303527074,4.0,5.0,80.0,48.0,0.0,2.3800000000000026,1.7866224331621652,0.5933775668378374,,,,,,,,,,,,,,00-0034104,was,10,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7.0,0,0.0,0.0,0.0,0.4034622038598172,0,15,23,211.0,2,0.0,0.0,267.0,42.0,11.0,8.951436545556941,0,8.864358869744427,0.8103151948740184,1.2244403481178447,2.072581035993519,0.0,48.8,10,0.0795847750865051,0.1231549815498155,0.0431211498973305,0.2179011478696101,0.1053419870194708,0.1818181818181818,0.1182795698924731,0.125,0.1435800844188263,0.120637225979213,0.7301038062283737,0.069002573456633,25.0,ACT,7.0,0.7,0.1,14.066666666666666,1.5,9.173913043478262,65.21739130434783,16,13.625,2,2061,10.628441559776372,3441,27.44700449949353,1.7191319457998053
1388,2018,REG,Phillip Lindsay,,,,,,,,,,,,,,,RB,DEN,3.857951727043993,14.677814008378473,2.6206658726481864,26.857142857142858,146.14285714285714,116.5488790289278,26.45112097107221,5.423267682272271,1.041651999975595,0.4339378351793462,1.2857142857142858,00-0034109,den,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,192,1037.0,9,0.0,0.0,49.0,6.053748855468314,0,35,47,241.0,1,0.0,0.0,-43.0,298.0,12.0,0.0563679914740289,0,-10.616666666666664,1.2931923386931876,-0.2070517686312302,1.79485226999792,0.0,222.8,15,0.087037037037037,-0.0106911984087518,0.1743709771796372,0.122002596828554,0.0662451896646509,0.0555555555555555,0.0705882352941176,0.0691489361702127,0.0609003726101032,0.0641072628428318,0.4462962962962963,0.1738153562902747,24.0,RES,5.401041666666667,69.13333333333334,12.8,6.885714285714286,2.333333333333333,5.127659574468085,74.46808510638297,227,5.629955947136564,10,1907,9.474069802517247,3695,27.626147271215903,6.95373480075027
1389,2019,REG,Phillip Lindsay,,,,,,,,,,,,,,,RB,DEN,4.48862575874342,17.903257717637416,2.960108955377023,30.214285714285715,131.78571428571428,126.63479609131528,-0.4205103770295463,4.189657406178028,-0.2111652828740588,0.3397389562427671,0.9285714285714286,00-0034109,den,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,224,1011.0,7,0.0,0.0,38.0,-10.76645069395071,0,35,48,196.0,0,0.0,0.0,-71.0,243.0,9.0,-2.764669764990685,0,-48.529978354978354,1.6224816893168554,-0.339457945925595,2.1961019718273667,0.0,197.7,16,0.0952380952380952,-0.0201590005678591,0.1428571428571428,0.1267299424028555,0.0576301087915319,0.0,0.0555555555555555,0.0505617977528089,0.0288150543957659,0.0461040870332255,0.3888888888888889,0.1715639481403058,25.0,ACT,4.513392857142857,63.1875,14.0,5.6,2.1875,4.083333333333333,72.91666666666666,259,4.66023166023166,7,1662,9.267411837031302,3115,26.292872087215084,7.291779693981583
1390,2020,REG,Phillip Lindsay,,,,,,,,,,,,,,,RB,DEN,5.192073524048246,20.102056197303064,3.06023676445387,32.166666666666664,128.83333333333334,128.75324033652245,-6.0865736698557775,3.5440080215780285,-0.6722714624832237,0.2925718446313411,0.1666666666666666,00-0034109,den,11,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,118,502.0,1,0.0,0.0,19.0,-18.795654138724785,0,7,14,28.0,0,0.0,0.0,-6.0,39.0,1.0,-4.184614260739181,0,-0.5777777777777776,0.4039473684210526,-0.0911408174782387,0.5421224803968119,0.0,66.0,11,0.0389972144846796,-0.0019305019305019,0.0353581142339075,0.0569514201826179,0.0120533792509685,0.0,0.008695652173913,0.0077519379844961,0.0060266896254842,0.0096427034007748,0.0779944289693593,0.0798818716564595,26.0,RES,4.254237288135593,45.63636363636363,10.727272727272728,4.0,0.6363636363636364,2.0,50.0,125,4.24,1,1918,8.962223168459424,3451,24.590716826193603,2.545210361706124
1391,2021,REG,Phillip Lindsay,,,,,,,,,,,,,,,RB,MIA,4.176955026455026,42.210567210567206,2.7601944444444446,12.0,39.333333333333336,49.49501779006562,-10.161684456732294,3.301864801864802,-0.8360302567117884,0.2742812742812743,0.0,00-0034109,mia,14,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,88,249.0,1,0.0,0.0,11.0,-22.97224521072349,0,4,5,45.0,1,0.0,0.0,-11.0,53.0,1.0,3.949103784223553,0,-18.5,0.1408991228070175,-0.0392253172787904,0.183890962115373,0.0,45.4,14,0.0113636363636363,-0.0034385745545482,0.0394052044609665,0.0142945949018159,0.0157232704402515,0.0769230769230769,0.0075187969924812,0.0136986301369863,0.0463231736816642,0.0279632317368166,0.1022727272727272,0.0469989026687923,27.0,ACT,2.8295454545454546,17.785714285714285,6.285714285714286,11.25,0.2857142857142857,9.0,80.0,92,3.1956521739130435,2,1568,7.624727299287749,3651,25.942369864361595,1.5305643094505397
1392,2019,REG,Jeffery Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034115,sfo,8,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,27,105.0,4,0.0,0.0,9.0,0.9863951836305204,0,3,5,34.0,1,0.0,0.0,12.0,21.0,1.0,0.281905850595415,0,7.166666666666667,0.1822629908368448,0.0750070389103408,0.3258994134925058,0.0,46.900000000000006,8,0.0223214285714285,0.0078328981723237,0.0195712954333644,0.0397484613950018,0.0163934426229508,0.0588235294117647,0.0101010101010101,0.0172413793103448,0.0376084860173577,0.0248794599807136,0.1517857142857142,0.0589151571489586,23.0,ACT,3.888888888888889,13.125,3.375,11.333333333333334,0.375,6.8,60.0,30,4.633333333333334,5,2305,15.357031086851665,3792,39.190701186822594,1.050954486846626
1393,2020,REG,Jeffery Wilson,,,,,,,,,,,,,,,RB,SF,4.104179507037027,41.11141173641173,2.667575470874155,34.5,165.0,160.30009337504657,3.866573291620087,4.463600288600289,-0.0818685039066092,0.3731386445096122,1.6666666666666667,00-0034115,sfo,11,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,126,600.0,7,2.0,2.0,31.0,-8.540836423203665,0,13,28,133.0,3,0.0,0.0,51.0,111.0,8.0,4.000003297443992,0,-3.0936147186147185,0.807861975422951,0.210475711044624,1.3591259608656634,0.0,142.3,11,0.0719794344473007,0.0194211728865194,0.074949358541526,0.1235060899801667,0.0453460620525059,0.1875,0.0522875816993464,0.0650887573964497,0.1164230310262529,0.0737768496420047,0.3419023136246786,0.1382331798488469,24.0,ACT,4.761904761904762,54.54545454545455,11.454545454545457,10.23076923076923,1.181818181818182,4.75,46.42857142857143,139,5.273381294964029,10,1889,9.59360560898106,4033,30.331528364119983,4.047472439750143
1394,2022,REG,Jeffery Wilson,,,,,,,,,,,,,,,RB,MIA,4.075044255615187,17.007952831482243,2.7387900595238093,47.4,227.0,221.20501941058103,5.594980589418957,4.477272727272728,-0.5398859573550425,0.2871351001939237,1.4,00-0034115,mia,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,176,860.0,5,2.0,1.0,44.0,7.632931600141033,0,22,37,185.0,1,1.0,1.0,92.0,141.0,7.0,-8.737561003082606,0,40.58170995670996,1.1785655366628895,0.2935100998511357,1.9733053748901292,0.0,158.5,16,0.0721247563352826,0.0211786372007366,0.0741324921135646,0.1251300442635133,0.0455552819502585,0.04,0.0374331550802139,0.0377358490566037,0.0427776409751292,0.0444442255602068,0.3606237816764132,0.1174561299502015,26.0,ACT,4.886363636363637,53.75,11.0,8.409090909090908,1.375,5.0,59.45945945945946,198,5.277777777777778,6,1686,9.7177270205265,4511,37.261708867719655,6.484982521962548
1395,2022,REG,Jeffery Wilson,,,,,,,,,,,,,,,RB,SF,3.306905904118404,25.2859477124183,2.7596220643939398,16.25,88.25,62.48114961094003,25.76885038905997,5.521650326797386,1.6778818588370683,0.3929738562091503,0.5,00-0034115,mia,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,176,860.0,5,2.0,1.0,44.0,7.632931600141033,0,22,37,185.0,1,1.0,1.0,92.0,141.0,7.0,-8.737561003082606,0,40.58170995670996,1.1785655366628895,0.2935100998511357,1.9733053748901292,0.0,158.5,16,0.0721247563352826,0.0211786372007366,0.0741324921135646,0.1251300442635133,0.0455552819502585,0.04,0.0374331550802139,0.0377358490566037,0.0427776409751292,0.0444442255602068,0.3606237816764132,0.1174561299502015,26.0,ACT,4.886363636363637,53.75,11.0,8.409090909090908,1.375,5.0,59.45945945945946,198,5.277777777777778,6,1686,9.7177270205265,4511,37.261708867719655,6.484982521962548
1396,2023,REG,Jeffery Wilson,,,,,,,,,,,,,,,RB,MIA,3.595714285714286,0.0,2.752636363636364,11.0,56.0,61.15507400682996,-5.155074006829963,5.090909090909091,-0.4686430915299966,0.2727272727272727,0.0,00-0034115,mia,9,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,41,188.0,0,0.0,0.0,8.0,-0.9232725574984216,0,14,17,85.0,0,0.0,0.0,46.0,69.0,3.0,2.6493050900326858,0,1.2007575757575766,0.5208714896214897,0.206909948708955,0.926144198528503,0.0,41.3,9,0.0578231292517006,0.0206741573033707,0.0693467336683417,0.1032740197202476,0.0388127853881278,0.0,0.0277777777777777,0.024793388429752,0.0194063926940639,0.0310502283105022,0.2891156462585034,0.0537340619307832,27.0,ACT,4.585365853658536,20.88888888888889,4.555555555555555,6.071428571428571,1.5555555555555556,5.0,82.35294117647058,55,4.963636363636364,0,2308,14.687988654567372,4514,43.16263442736617,2.0091875545542806
1397,2020,REG,Will Dissly,TE,SEA,7.285,4.992725777280122,4.380000000000001,6.53282820749933,4.0,5.0,80.0,28.0,0.0,4.307499999999999,4.1940371355108255,0.1134628644891737,,,,,,,,,,,,,,00-0034159,sea,14,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,29,251.0,2,0.0,0.0,138.0,169.0,12.0,5.90316476393491,0,25.50734989648033,0.8244043306948888,0.4356265270611935,1.5415450649851687,0.0,61.1,14,0.0574257425742574,0.0310251798561151,0.099822799763733,0.1109587577462782,0.0644581407293271,0.0526315789473684,0.0603015075376884,0.0590717299578059,0.0585448598383477,0.0620928283729354,0.497029702970297,0.040881597259394,24.0,ACT,,0.0,0.0,10.458333333333334,1.7142857142857142,8.655172413793103,82.75862068965517,24,10.458333333333334,2,1971,12.570419379703642,3941,37.62332724094544,2.396207850159174
1398,2021,REG,Will Dissly,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034159,sea,12,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,21,26,231.0,1,1.0,0.0,112.0,143.0,11.0,11.774168830830604,0,20.724074074074075,0.9287698391178868,0.3938248194877334,1.6688321323182431,0.0,50.1,12,0.0712328767123287,0.033452807646356,0.1144,0.133611561185578,0.0858416945373467,0.05,0.0901639344262295,0.0845070422535211,0.0679208472686733,0.0786733556298773,0.6328767123287671,0.0492945274219257,25.0,INA,,0.0,0.0,11.0,1.75,8.884615384615385,80.76923076923077,21,11.0,1,2074,12.290868397208149,3432,31.51361632785321,2.121108791297812
1399,2022,REG,Will Dissly,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034159,sea,15,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,34,38,349.0,3,0.0,0.0,206.0,184.0,20.0,26.388054174371064,0,43.3415875131497,1.2114567406785546,0.7764057008436536,2.3606691016083894,0.0,86.9,15,0.074074074074074,0.0545406407201482,0.1135802469135802,0.1547436236872297,0.0898095728255275,0.1111111111111111,0.1075268817204301,0.107981220657277,0.1004603419683193,0.0940698804826442,0.6803118908382066,0.062937265524284,26.0,RES,,0.0,0.0,10.264705882352942,2.2666666666666666,9.18421052631579,89.47368421052632,34,10.264705882352942,3,2042,12.147587261615843,3934,35.2549135716473,3.1275965522381566
1400,2023,REG,Will Dissly,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034159,sea,12,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,17,22,172.0,1,0.0,0.0,62.0,120.0,8.0,8.722147255612072,0,27.328703703703702,0.6855969311444693,0.3385033545824807,1.2653477449244406,0.0,40.2,12,0.0525059665871121,0.0209601081812035,0.0826446280991735,0.095527036425631,0.058603066439523,0.0625,0.0601503759398496,0.0604026845637583,0.0605515332197615,0.0593824531516184,0.4105011933174224,0.0418096723868954,27.0,ACT,,0.0,0.0,10.117647058823527,1.4166666666666667,7.818181818181818,77.27272727272727,17,10.117647058823527,1,1580,9.531467454964725,3910,34.16460730121933,1.502893211204533
1401,2018,REG,Trenton Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034164,nyj,11,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,38,113.0,1,0.0,0.0,7.0,-7.082699782098644,0,17,25,144.0,0,0.0,0.0,157.0,118.0,4.0,-9.504536227151466,0,0.373263888888889,0.7847893030476282,0.6263723938901207,1.6156446302945269,0.0,48.7,11,0.0683060109289617,0.0477639184666869,0.1177644710578842,0.1406701511667921,0.0638297872340425,0.0,0.0377358490566037,0.0341880341880341,0.0319148936170212,0.051063829787234,0.3934426229508196,0.0642107483782501,24.0,ACT,2.973684210526316,10.272727272727272,3.4545454545454546,8.470588235294118,1.5454545454545454,5.76,68.0,55,4.672727272727273,1,1622,8.607709854089052,3165,25.24658861051684,1.7483339468070112
1402,2018,REG,Gus Edwards,,,,,,,,,,,,,,,RB,BAL,2.8275219018131543,16.657991381608536,2.4277401348927765,29.88888888888889,157.11111111111111,145.0739777939442,10.70379998383355,5.31185828860228,0.411978139346935,0.4211970765931595,0.4444444444444444,00-0034184,rav,11,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,137,718.0,2,0.0,0.0,37.0,12.22817137389211,1,2,2,20.0,0,0.0,0.0,3.0,17.0,1.0,1.2570635759620927,0,2.333333333333333,0.0681818181818181,0.0071599045346062,0.1072846604469516,0.0,89.8,11,0.0061728395061728,0.0010611956137247,0.0194508009153318,0.010108215750239,0.0093720712277413,0.0,0.0093457943925233,0.0085470085470085,0.0046860356138706,0.007497656982193,0.0617283950617283,0.1055030781521688,23.0,ACT,5.240875912408759,65.27272727272727,12.454545454545457,10.0,0.1818181818181818,10.0,100.0,139,5.309352517985611,2,2441,13.563028756674225,3558,31.44715836288785,4.166221685785834
1403,2019,REG,Gus Edwards,,,,,,,,,,,,,,,RB,BAL,3.081908646697888,19.00707651481645,2.632735811688312,39.4,203.6,184.9143543173174,14.085645682682603,4.851805985552116,0.0297887762020368,0.3240626160248971,0.4,00-0034184,rav,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,133,711.0,2,2.0,1.0,46.0,8.186944829452516,0,7,7,45.0,0,0.0,0.0,0.0,45.0,2.0,1.9486858755730303,0,12.825,0.2393405381271913,0.0137904435101396,0.3686641176478847,0.0,92.6,16,0.0159090909090909,0.0,0.0310988251554941,0.0238636363636363,0.0134328358208955,0.0,0.0116959064327485,0.0096153846153846,0.0067164179104477,0.0107462686567164,0.1022727272727272,0.05940848142683,24.0,ACT,5.345864661654136,44.4375,8.3125,6.428571428571429,0.4375,6.428571428571429,100.0,140,5.4,2,3296,24.82319741418538,3225,42.75254184945522,5.95130843097604
1404,2020,REG,Gus Edwards,,,,,,,,,,,,,,,RB,BAL,3.9867872058283256,33.51216244073387,2.69090455304929,31.714285714285715,153.85714285714286,129.47204140807003,22.52795859192997,4.624721706864564,0.5499233769615444,0.4518493411350554,1.2857142857142858,00-0034184,rav,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,144,723.0,6,1.0,1.0,45.0,17.862263074471787,0,9,13,129.0,0,0.0,0.0,49.0,93.0,4.0,5.888166830816772,0,35.56637931034483,0.5073059147968287,0.138000990270883,0.8575595653848613,0.0,128.20000000000002,16,0.0320197044334975,0.0139165009940357,0.0731132075471698,0.0591627574454749,0.0441932168550873,0.0,0.028169014084507,0.0236686390532544,0.0220966084275436,0.0353545734840698,0.3177339901477832,0.094073791423288,25.0,ACT,5.020833333333333,45.1875,9.0,14.333333333333334,0.5625,9.923076923076923,69.23076923076923,153,5.568627450980392,6,3071,19.852174966678785,2739,32.0522388552923,6.183341509391861
1405,2022,REG,Gus Edwards,,,,,,,,,,,,,,,RB,BAL,3.247426107226107,32.63111888111888,2.763685320512821,13.4,69.6,56.6713813753182,12.928618624681798,5.472202797202797,1.231641477252617,0.5747377622377623,0.6,00-0034184,rav,9,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,87,433.0,3,1.0,1.0,30.0,-0.029942829045467,0,0,2,0.0,0,0.0,0.0,6.0,0.0,0.0,-1.012467852095142,0,0.0,0.0958333333333333,0.0347970173985087,0.1681079121789561,0.0,59.3,9,0.0079365079365079,0.0030674846625766,0.0,0.0143587496348232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099510001342462,27.0,ACT,4.977011494252873,48.11111111111112,9.666666666666666,,0.0,0.0,0.0,87,4.977011494252873,3,2720,15.0455836350165,3040,28.51902446667352,2.3951241595449058
1406,2023,REG,Gus Edwards,,,,,,,,,,,,,,,RB,BAL,3.751081498186841,34.95830193198614,2.6601031954156955,27.692307692307693,112.6153846153846,105.23663816495949,5.99413106580975,4.115016343305817,0.1843224000146035,0.3986473961921601,1.7692307692307692,00-0034184,rav,17,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,198,810.0,13,2.0,2.0,49.0,-12.828958436328318,1,12,13,180.0,0,1.0,0.0,32.0,145.0,5.0,9.551620966289192,0,41.175,0.5504449294421955,0.1386833682365159,0.9227457519288544,0.0,187.0,17,0.0263157894736842,0.0078258742968941,0.0793650793650793,0.0457343836480415,0.0463797990208709,0.0,0.0277777777777777,0.0241545893719806,0.0231898995104354,0.0371038392166967,0.3643724696356275,0.1216307628265168,28.0,ACT,4.090909090909091,47.64705882352941,11.647058823529411,15.0,0.7058823529411765,13.846153846153848,92.3076923076923,210,4.714285714285714,13,2661,17.188826146894765,3635,37.8949872660165,7.108729978262217
1407,2021,REG,Dontrell Hilliard,,,,,,,,,,,,,,,RB,TEN,2.0371755725190845,25.0,2.5356363636363635,12.0,131.0,68.32419593328945,62.67580406671056,10.916666666666666,5.22298367222588,0.5833333333333334,1.0,00-0034253,oti,7,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,56,350.0,2,1.0,1.0,15.0,9.060534117830684,0,19,26,87.0,0,1.0,0.0,-23.0,108.0,7.0,-6.92588988899954,0,15.023443223443223,0.8100665266106443,-0.1363996257475705,1.1196200518926671,0.0,72.7,7,0.1203703703703703,-0.0139732685297691,0.1809045226130653,0.1693769407317402,0.0632267441860465,0.0,0.0909090909090909,0.0804597701149425,0.0316133720930232,0.0505813953488372,0.4027777777777778,0.1297195061023481,26.0,ACT,6.25,50.0,8.0,4.578947368421052,2.7142857142857144,3.3461538461538463,73.07692307692307,75,5.826666666666667,2,2404,14.059040806455918,3418,31.97077130769627,2.8606327802386695
1408,2022,REG,Dontrell Hilliard,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0034253,oti,11,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,22,145.0,0,0.0,0.0,4.0,0.6072782963523635,0,21,26,177.0,4,0.0,0.0,39.0,151.0,8.0,5.730506802088248,0,29.033044733044733,1.1381122549833875,0.1110547644831071,1.7849067176132567,0.0,77.2,11,0.0938628158844765,0.0178981184029371,0.1454720616570327,0.1551127185490645,0.0821345707656612,0.3076923076923077,0.0833333333333333,0.110091743119266,0.1949134392289844,0.1272461181509905,0.6389891696750902,0.0980192991366175,27.0,RES,6.590909090909091,13.181818181818182,2.0,8.428571428571429,1.9090909090909087,6.807692307692308,80.76923076923077,43,7.488372093023256,4,2131,10.83734072014536,2914,23.91127167002726,2.189807550836411
1409,2020,REG,Tyler Conklin,TE,MIN,5.885000000000001,4.173699291083184,2.8618888888888905,6.858745111668767,4.0,5.666666666666667,72.22222222222221,37.0,0.0,5.624499999999998,7.323744865969196,-1.699244865969198,,,,,,,,,,,,,,00-0034270,min,7,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,19,26,194.0,1,1.0,0.0,114.0,126.0,11.0,7.924270714283921,0,14.276452713952716,0.7259915777816635,0.4727081497685539,1.4198830715104829,0.0,44.4,7,0.0938628158844765,0.0598111227701993,0.124015748031496,0.1886431220428743,0.0925572519083969,0.0588235294117647,0.0982142857142857,0.0930232558139534,0.0756903906600808,0.0858105074090705,0.7003610108303249,0.0577418264103831,25.0,ACT,,0.0,0.0,10.210526315789474,2.7142857142857144,7.461538461538462,73.07692307692307,19,10.210526315789474,1,2283,12.988872947235196,4009,34.94001133418205,1.6907862805765324
1410,2021,REG,Tyler Conklin,TE,MIN,5.40222673992674,3.456987663500496,5.2455818691844565,13.25420662729922,10.4,14.8,70.04720853858785,101.2,0.6,5.935067486338798,5.679556845115174,0.2555106412236241,,,,,,,,,,,,,,00-0034270,min,17,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,61,87,593.0,3,1.0,0.0,464.0,326.0,26.0,11.56159711997548,0,29.39912178090937,2.579116856284786,1.841267654421036,5.1575626425219046,0.0,138.3,17,0.1440397350993377,0.0957886044591247,0.1683884297520661,0.2926904862163063,0.1332584269662921,0.088235294117647,0.1287128712871287,0.1228813559322034,0.1107468605419696,0.1242538003965631,0.9817880794701986,0.0863295880149812,26.0,ACT,,0.0,0.0,9.721311475409836,3.588235294117647,6.816091954022989,70.11494252873564,61,9.721311475409836,3,1930,10.25925812816329,4238,33.21318598946713,4.64733820003634
1411,2022,REG,Tyler Conklin,TE,NYJ,5.678009375,4.11451388614376,6.768140585659552,17.10691650215834,10.2,15.3,66.82142857142857,96.2,0.6,4.719703448275863,4.47751424202211,0.242189206253752,,,,,,,,,,,,,,00-0034270,nyj,17,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3.0,0,0.0,0.0,2.0,1.2572721946344243,0,58,87,552.0,3,2.0,0.0,617.0,284.0,25.0,2.41530211715486,0,22.86838427451236,2.470601775671396,2.4572693842035624,5.425991232449587,0.0,131.5,17,0.138755980861244,0.1192731490431084,0.1546840958605664,0.3035524905263528,0.1366336633663366,0.2,0.1308900523560209,0.1359223300970873,0.1683168316831683,0.1493069306930693,0.8803827751196173,0.1027745212973818,27.0,ACT,1.5,0.1764705882352941,0.1176470588235294,9.517241379310343,3.411764705882353,6.344827586206897,66.66666666666666,60,9.25,3,1686,7.683638804819129,3723,24.992818781371227,3.719295368361551
1412,2023,REG,Tyler Conklin,TE,NYJ,6.184612318840579,3.527300414032064,6.692200328407225,17.086760182021155,8.76923076923077,12.384615384615383,73.41543513957308,90.92307692307692,0.0,4.547753497868253,4.251722451167273,0.2960310467009788,,,,,,,,,,,,,,00-0034270,nyj,17,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-3.5422332452144474,0,61,87,621.0,0,0.0,0.0,595.0,246.0,27.0,6.411194102599364,0,19.097925098665293,2.6299457855340207,2.4806720447535,5.681389109628481,0.0,123.1,17,0.1447587354409318,0.14875,0.138047138047138,0.3361381031613977,0.1841091016898903,0.0,0.173076923076923,0.1616766467065868,0.0920545508449451,0.1472872813519122,1.033277870216306,0.1118155724303309,28.0,ACT,0.0,0.0,0.0588235294117647,10.18032786885246,3.588235294117647,7.137931034482759,70.11494252873564,62,10.016129032258064,0,1647,6.994454563442738,2919,18.956859755808505,4.032959886384749
1413,2018,REG,Marquez Valdes-Scantling,WR,GB,6.364601410934744,3.2779179386825965,12.56435599361741,23.671753522141497,7.666666666666667,14.666666666666666,51.4480475553535,119.88888888888889,0.4444444444444444,7.191966026176552,6.653988293637799,0.5379777325387525,,,,,,,,,,,,,,00-0034272,gnb,15,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,29.0,0,0.0,0.0,2.0,2.3718996276147664,0,38,73,581.0,2,0.0,0.0,889.0,213.0,23.0,8.194093253930218,0,14.370959124747312,1.897625047510561,2.461572537448554,4.5695383474798295,0.0,111.0,15,0.12106135986733,0.1671995486176415,0.1062874251497006,0.3153516786951083,0.1354944029850746,0.0909090909090909,0.1185567010309278,0.1157407407407407,0.1132017469470827,0.1265773405698778,0.9635157545605308,0.0775074714409407,23.0,ACT,14.5,1.9333333333333331,0.1333333333333333,15.289473684210526,2.533333333333333,7.958904109589041,52.05479452054794,40,15.25,2,1667,9.31850859262504,4238,34.18534794794611,4.848680452918082
