Unnamed: 0,Rank,Name,Team,Position,Final PPG,Bye Week,ESPN ADP,VBD,Normalized VBD,Normalized ADP,Weighted Score
82,164,Jacoby Brissett,NE,QB36,11.083288674072334,14,,-6.6804824435787555,0.45209385851756057,,
89,165,Desmond Ridder,ARI,QB37,10.541866766235469,11,,-7.2219043514156205,0.429356996157549,,
99,166,Noah Brown,HOU,WR56,9.83930111144598,14,,0.37544047614194653,0.7484053781040184,,
100,167,Mac Jones,JAX,QB38,9.787834000683706,12,,-7.975937116967383,0.39769159999028675,,
101,168,Trey Lance,DAL,QB39,9.688480577170653,7,,-8.075290540480436,0.39351928061658886,,
102,169,Tommy DeVito,NYG,QB40,9.639890933022162,11,,-8.123880184628927,0.3914787720314448,,
106,170,Roschon Johnson,CHI,RB50,9.52767468699617,7,,-1.9037147746811858,0.6526928875583324,,
110,171,Myles Gaskin,MIN,RB51,9.3661190500985,6,,-2.0652704115788545,0.6459084035423419,,
120,172,Chris Rodriguez,WAS,RB52,8.700407853832656,14,,-2.730981607844699,0.6179520471003048,,
124,173,Josh Palmer,LAC,WR57,8.659375467864932,5,,-0.8044851674391023,0.6988547290356512,,
131,174,Josh Downs,IND,WR58,8.302864366736957,14,,-1.160996268567077,0.6838831445488901,,
132,175,Zach Wilson,DEN,QB41,8.269125749385351,14,,-9.494645368265738,0.33391386958269315,,
135,176,Michael Wilson,ARI,WR59,8.074058222734392,11,,-1.389802412569642,0.6742744942005952,,
136,177,Davis Mills,HOU,QB42,8.069124108255021,14,,-9.694647009396068,0.32551485631718835,,
138,178,Alexander Mattison,LV,RB53,7.937726070105826,10,,-3.4936633915715296,0.5859234378215128,,
139,179,Demarcus Robinson,LAR,WR60,7.885974067890261,6,,-1.5778865674137732,0.6663759524554416,,
140,180,Elijah Moore,CLE,WR61,7.879989855612227,10,,-1.5838707796918063,0.6661246471260316,,
142,181,Mitchell Trubisky,BUF,QB43,7.819399654078939,12,,-9.94437146357215,0.31502774735402206,,
144,182,Jimmy Garoppolo,LAR,QB44,7.778691706018405,6,,-9.985079411632684,0.31331822840287954,,
148,183,Jarrett Stidham,DEN,QB45,7.541083494327132,14,,-10.222687623323957,0.303339937671318,,
150,184,Xavier Hutchinson,HOU,WR62,7.477552816472588,14,,-1.9863078188314454,0.6492244156521223,,
151,185,Quentin Johnston,LAC,WR63,7.446227095910927,5,,-2.017633539393107,0.6479089007340351,,
153,186,Tyquan Thornton,NE,WR64,7.391969695981315,14,,-2.071890939322719,0.6456303763220096,,
154,187,Darius Slayton,NYG,WR65,7.313902264674042,11,,-2.1499583706299914,0.6423519562678142,,
155,188,Craig Reynolds,DET,RB54,7.270238606711542,5,,-4.161150854965813,0.5578924875356926,,
158,189,Derius Davis,LAC,WR66,7.174692249178153,5,,-2.2891683861258807,0.6365058704045529,,
160,190,Greg Dulcich,DEN,TE25,7.14993868289487,14,,0.0,0.7326388597809572,,
