team,position,penalty,GP,player_display_name,age,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,rrtd,PPG,oline,rb,wr,qb,te
nwe,RB,1.0,12,Rhamondre Stevenson,26.0,13.0,51.583333333333336,0.3333333333333333,0.08333333333333333,3.0,0,0.0,3.1666666666666665,4.25,19.833333333333332,0.0,0.0,1.0833333333333333,21.75,0.6666666666666666,0,0.0,0.0,0.3333333333333333,8.975000000000001,52.62828143600025,12.60448542669046,0,13.14285759709256,0
sdg,RB,0.911111111111111,9,J.K. Dobbins,26.0,11.11111111111111,60.22222222222222,0.3333333333333333,0.0,3.0,0,0.0,1.0,1.2222222222222223,6.333333333333333,0.1111111111111111,0.0,0.7777777777777778,6.0,0.3333333333333333,0,0.0,0.0,0.4444444444444444,9.322222222222221,58.39233130756218,13.009566953032737,0,14.835919960170887,0
min,RB,1.0,11,Aaron Jones,30.0,12.909090909090908,59.63636363636363,0.18181818181818182,0.09090909090909091,3.090909090909091,0,0.0,2.727272727272727,3.909090909090909,21.181818181818183,0.09090909090909091,0.0,-4.363636363636363,24.636363636363637,1.1818181818181819,0,0.0,0.0,0.2727272727272727,9.536363636363637,46.86423156443832,12.63344667893255,0,11.336944111582293,0
was,RB,1.0,14,Austin Ekeler,29.0,12.785714285714286,44.857142857142854,0.35714285714285715,0.14285714285714285,2.4285714285714284,0,0.0,3.642857142857143,5.285714285714286,31.142857142857142,0.07142857142857142,0.14285714285714285,-5.857142857142857,38.07142857142857,1.5,0,0.0,0.0,0.42857142857142855,9.6,37.84224046112399,9.878284986168143,0,9.238424927466967,0
oti,RB,1.0,17,Tony Pollard,27.0,14.823529411764707,59.11764705882353,0.35294117647058826,0.058823529411764705,3.2941176470588234,0,0.058823529411764705,3.235294117647059,3.9411764705882355,18.294117647058822,0.0,0.0,1.588235294117647,18.88235294117647,0.7058823529411765,0,0.0,0.0,0.35294117647058826,9.741176470588236,46.36300983647641,11.6242524827737,0,11.44295342345948,0
pit,RB,1.0,17,Najee Harris,26.0,15.0,60.88235294117647,0.47058823529411764,0.058823529411764705,3.0,0,0.0,1.7058823529411764,2.235294117647059,10.0,0.0,0.0,0.5294117647058824,10.294117647058824,0.5294117647058824,0,0.0,0.0,0.47058823529411764,9.794117647058824,46.36300983647641,8.472317941649438,0,12.262456404151788,0
cle,RB,1.0,17,Jerome Ford,25.0,12.0,47.8235294117647,0.23529411764705882,0.0,1.9411764705882353,0,0.058823529411764705,2.588235294117647,3.7058823529411766,18.764705882352942,0.29411764705882354,0.0,1.7647058823529411,17.88235294117647,0.9411764705882353,0,0.0,0.0,0.5294117647058824,9.83529411764706,35.0855209573335,6.38429149507052,0,9.286766749969717,0
cin,RB,1.0,14,Zack Moss,27.0,13.071428571428571,56.714285714285715,0.35714285714285715,0.0,3.0714285714285716,0,0.0,1.9285714285714286,2.642857142857143,13.714285714285714,0.14285714285714285,0.0,-1.0,13.5,0.7142857142857143,0,0.07142857142857142,0.0,0.5,10.042857142857144,47.86667502036213,10.174745658945705,0,12.288968735027105,0
sdg,RB,1.0,17,Gus Edwards,29.0,11.647058823529411,47.64705882352941,0.7647058823529411,0.11764705882352941,2.8823529411764706,0,0.058823529411764705,0.7058823529411765,0.7647058823529411,10.588235294117647,0.0,0.0,1.8823529411764706,8.529411764705882,0.29411764705882354,0,0.0,0.0,0.7647058823529411,10.176470588235293,58.39233130756218,13.009566953032737,0,14.835919960170887,0
atl,RB,1.0,17,Bijan Robinson,22.0,12.588235294117647,57.411764705882355,0.23529411764705882,0.17647058823529413,2.9411764705882355,0,0.0,3.411764705882353,5.0588235294117645,28.647058823529413,0.23529411764705882,0.0,1.411764705882353,30.529411764705884,1.411764705882353,0,0.0,0.0,0.47058823529411764,11.076470588235297,46.36300983647641,7.513943652954624,0,12.51163371921244,0
gnb,RB,1.0,13,Josh Jacobs,26.0,17.923076923076923,61.92307692307692,0.46153846153846156,0.07692307692307693,2.6153846153846154,0,0.0,2.8461538461538463,4.153846153846154,22.76923076923077,0.0,0.0,2.923076923076923,22.53846153846154,1.1538461538461537,0,0.0,0.0,0.46153846153846156,11.084615384615386,53.88133575590502,12.8230247810059,0,13.476990312780831,0
buf,RB,1.0,17,James Cook,25.0,13.941176470588236,66.0,0.11764705882352941,0.058823529411764705,3.1176470588235294,0,0.0,2.588235294117647,3.176470588235294,26.176470588235293,0.23529411764705882,0.058823529411764705,8.058823529411764,23.41176470588235,0.9411764705882353,0,0.0,0.0,0.35294117647058826,11.100000000000001,37.09040786918113,11.285326838142094,0,8.63802227726757,0
nor,RB,1.0,13,Alvin Kamara,29.0,13.846153846153847,53.38461538461539,0.38461538461538464,0.0,3.230769230769231,0,0.15384615384615385,5.769230769230769,6.615384615384615,35.84615384615385,0.07692307692307693,0.0,0.38461538461538464,38.53846153846154,1.7692307692307692,0,0.07692307692307693,0.0,0.46153846153846156,11.692307692307693,57.38988785163836,9.437816045639485,0,15.451812837844908,0
tam,RB,1.0,17,Rachaad White,25.0,16.0,58.23529411764706,0.35294117647058826,0.058823529411764705,2.7058823529411766,0,0.0,3.764705882352941,4.117647058823529,32.294117647058826,0.17647058823529413,0.058823529411764705,-1.9411764705882353,35.94117647058823,1.3529411764705883,0,0.0,0.0,0.5294117647058824,11.994117647058825,35.33613182131445,9.170362320063637,0,8.640578925033566,0
kan,RB,1.0,14,Isiah Pacheco,25.0,14.642857142857142,66.78571428571429,0.5,0.07142857142857142,3.7857142857142856,0,0.0,3.142857142857143,3.5,17.428571428571427,0.14285714285714285,0.0,-8.071428571428571,25.642857142857142,0.8571428571428571,0,0.0,0.0,0.6428571428571429,12.13571428571429,44.859344652590686,12.19568776065944,0,10.82523671383684,0
rav,RB,1.0,17,Derrick Henry,30.0,16.470588235294116,68.6470588235294,0.7058823529411765,0.0,3.7058823529411766,0,0.0,1.6470588235294117,2.1176470588235294,12.588235294117647,0.0,0.0,-5.882352941176471,16.176470588235293,0.4117647058823529,0,0.0,0.0,0.7058823529411765,12.358823529411765,35.83735354927636,6.904745642344119,0,9.386020440364756,0
nyj,RB,1.0,17,Breece Hall,23.0,13.117647058823529,58.470588235294116,0.29411764705882354,0.0,2.3529411764705883,0,0.058823529411764705,4.470588235294118,5.588235294117647,34.76470588235294,0.23529411764705882,0.0,-2.823529411764706,38.1764705882353,1.6470588235294117,0,0.0,0.0,0.5294117647058824,12.500000000000002,35.0855209573335,10.613626249479308,0,8.187139713823433,0
htx,RB,1.0,17,Joe Mixon,28.0,15.117647058823529,60.8235294117647,0.5294117647058824,0.0,3.4705882352941178,0,0.0,3.0588235294117645,3.764705882352941,22.11764705882353,0.17647058823529413,0.0,-6.705882352941177,27.235294117647058,0.8235294117647058,0,0.058823529411764705,0.0,0.7058823529411765,12.52941176470588,32.328801453543015,7.2364731804188915,0,8.20510302659651,0
det,RB,1.0,15,Jahmyr Gibbs,22.0,12.133333333333333,63.0,0.6666666666666666,0.06666666666666667,2.8,0,0.0,3.466666666666667,4.733333333333333,21.066666666666666,0.06666666666666667,0.0,0.5333333333333333,20.933333333333334,1.3333333333333333,0,0.0,0.0,0.7333333333333333,12.673333333333336,46.61362070045736,9.49967027799756,0,12.073535386263334,0
phi,RB,1.0,14,Saquon Barkley,27.0,17.642857142857142,68.71428571428571,0.42857142857142855,0.14285714285714285,3.642857142857143,0,0.07142857142857142,2.9285714285714284,4.285714285714286,20.0,0.2857142857142857,0.0,9.571428571428571,16.142857142857142,1.1428571428571428,0,0.0,0.0,0.7142857142857143,12.87142857142857,53.12950316396216,14.57062837082567,0,12.78804161074152,0
jax,RB,1.0,17,Travis Etienne,25.0,15.705882352941176,59.294117647058826,0.6470588235294118,0.0,3.1176470588235294,0,0.11764705882352941,3.411764705882353,4.294117647058823,28.0,0.058823529411764705,0.0,-3.9411764705882355,30.764705882352942,1.3529411764705883,0,0.0,0.0,0.7058823529411765,12.964705882352943,29.572081949752523,5.65541393709543,0,7.756081944677975,0
crd,RB,1.0,13,James Conner,29.0,16.0,80.0,0.5384615384615384,0.0,4.384615384615385,0,0.0,2.076923076923077,2.5384615384615383,12.692307692307692,0.15384615384615385,0.0,-1.7692307692307692,17.0,0.8461538461538461,0,0.0,0.0,0.6923076923076923,13.423076923076923,42.854457740743065,8.496741511541593,0,11.16143802211102,0
det,RB,1.0,14,David Montgomery,27.0,15.642857142857142,72.5,0.9285714285714286,0.07142857142857142,4.214285714285714,0,0.07142857142857142,1.1428571428571428,1.7142857142857142,8.357142857142858,0.0,0.0,-1.3571428571428572,10.642857142857142,0.5,0,0.0,0.0,0.9285714285714286,13.514285714285714,46.61362070045736,9.49967027799756,0,12.073535386263334,0
clt,RB,1.0,10,Jonathan Taylor,25.0,16.9,74.1,0.7,0.0,4.2,0,0.0,1.9,2.3,15.3,0.1,0.0,-2.1,17.4,0.5,0,0.0,0.0,0.8,13.74,49.37034020424785,11.22889973391381,0,12.484032212907744,0
cle,RB,0.9105263157894737,19,Nick Chubb,29.0,17.36842105263158,89.21052631578948,0.631578947368421,0.05263157894736842,4.052631578947368,0,0.05263157894736842,1.631578947368421,2.1578947368421053,13.68421052631579,0.05263157894736842,0.0,0.05263157894736842,14.68421052631579,0.6842105263157895,0,0.0,0.0,0.6842105263157895,14.289473684210527,35.0855209573335,6.38429149507052,0,9.286766749969717,0
mia,RB,1.0,15,Raheem Mostert,32.0,13.933333333333334,67.46666666666667,1.2,0.06666666666666667,3.933333333333333,0,0.0,1.6666666666666667,2.1333333333333333,11.666666666666666,0.2,0.0,-1.3333333333333333,14.2,0.4,0,0.0,0.0,1.4,16.18,39.09529478102876,8.02253454026843,0,10.11187299121118,0
ram,RB,1.0,12,Kyren Williams,24.0,19.0,95.33333333333333,1.0,0.08333333333333333,5.166666666666667,0,0.08333333333333333,2.6666666666666665,4.0,17.166666666666668,0.25,0.08333333333333333,0.8333333333333334,23.083333333333332,0.75,0,0.0,0.0,1.25,18.416666666666668,41.10018169287638,10.534824154216832,0,10.084202408081058,0
sfo,RB,1.0,16,Christian McCaffrey,28.0,17.0,91.1875,0.875,0.125,5.1875,0,0.0,4.1875,5.1875,35.25,0.4375,0.0,9.5625,28.8125,1.9375,0,0.0,0.0,1.3125,20.26875,49.1197293402669,14.891843060300976,0,11.45347635848502,0
